,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
143,facs,3m,24m,male,Lung,Ccdc80,-4.46129035949707,0.0004406230873428285,2.0002529709017836e-05,0.0014460706152021885,1.2857742053506734e-08
144,facs,3m,24m,male,Brain_Myeloid,Egr1,-4.460393905639648,0.0002301051135873422,1.0452347851241939e-05,0.00047180987894535065,3.9146662238461784e-100
145,facs,3m,24m,male,Marrow,Klf1,4.458956718444824,1.6223114016611362e-06,3.56791315425653e-05,0.0002865076530724764,6.701112003363119e-10
146,facs,3m,24m,male,Brain_Non-Myeloid,Fam83d,-4.435079097747803,1.8202561477664858e-05,8.414729677497235e-07,9.458309796173126e-05,2.588657409347705e-11
147,facs,3m,24m,male,Thymus,Ifitm3,4.429374694824219,3.2322352581104496e-06,6.964304338907823e-05,0.0003092002298217267,1.419590070428119e-08
148,facs,3m,24m,male,Brain_Non-Myeloid,Steap3,-4.425984859466553,1.447877184546087e-05,6.735608621966094e-07,8.480072574457154e-05,1.329731688979642e-07
149,facs,3m,24m,male,Liver,Mup14,-4.409295082092285,0.0005647795042023063,2.6579627956380136e-05,0.0011534186778590083,2.3469769504687664e-23
150,facs,3m,24m,male,SCAT,Postn,-4.404520034790039,0.00031761376885697246,1.4997075595601927e-05,0.0012329291785135865,2.0676194228087836e-08
151,facs,3m,24m,male,Pancreas,Cav2,-4.403085708618164,4.01578436139971e-05,1.89805712125235e-06,0.0001488818961661309,4.587329210293719e-08
152,facs,3m,24m,male,Limb_Muscle,Pcdhgc3,-4.400879859924316,4.926525798509829e-05,2.3320817490457557e-06,0.00011565998283913359,2.5331849786835187e-15
153,facs,3m,24m,male,Trachea,Susd5,-4.362780570983887,7.430285040754825e-05,3.6114165595790837e-06,0.00027834533830173314,6.651760966668484e-07
154,facs,3m,24m,male,Bladder,Fbxo18,-4.352159023284912,2.3370321287075058e-05,1.144284283327579e-06,4.8469664761796594e-05,5.168528419471233e-27
155,facs,3m,24m,male,Thymus,Cd79a,4.34653377532959,3.671720696729608e-05,0.0007469760021194816,0.0020288995001465082,1.635779444456054e-27
156,facs,3m,24m,male,Liver,Orm2,-4.30027961730957,0.00013778780703432858,6.99354859534651e-06,0.00030878547113388777,5.0452340411943884e-18
157,facs,3m,24m,male,Thymus,Faim3,4.299389362335205,1.0557811037870124e-05,0.00020788307301700115,0.0007035548333078623,8.624654910757353e-16
158,facs,3m,24m,male,Thymus,H2-Q6,4.297722339630127,8.21173034637468e-06,0.00016150204464793205,0.0004652041825465858,2.2415962863194008e-24
159,facs,3m,24m,male,Thymus,Tdrd5,-4.28512716293335,9.799110557651147e-05,5.026142389397137e-06,0.0003685564443003386,6.943692752710856e-06
160,facs,3m,24m,male,Thymus,Atl2,-4.283905029296875,0.0002478827373124659,1.2725134183710907e-05,0.0005401061498560011,1.4720996145458792e-24
161,facs,3m,24m,male,Thymus,Tff3,4.276583671569824,4.6537104481103597e-07,9.019452591019217e-06,2.4997632863232866e-05,6.727261031324633e-07
162,facs,3m,24m,male,Spleen,Zbtb32,4.27470064163208,5.708700882678386e-06,0.00011049698514398187,0.0004318911232985556,4.0602835202481063e-10
163,facs,3m,24m,male,Heart,Faim3,4.267698287963867,8.18587068351917e-06,0.00015767764125484973,0.0008291524718515575,1.0396004595383042e-17
164,facs,3m,24m,male,Brain_Non-Myeloid,Sema3d,-4.2624125480651855,2.6485953640076332e-05,1.3800703300148598e-06,0.00012079683074261993,2.1508095632643135e-15
165,facs,3m,24m,male,Bladder,Tagln,-4.257130146026611,8.809428254608065e-05,4.607058144756593e-06,0.0003086453943978995,2.6673719381470813e-11
166,facs,3m,24m,male,Large_Intestine,Lars2,-4.241628646850586,0.0015022651059553027,7.941255171317607e-05,0.0011267074150964618,0.0
167,facs,3m,24m,male,Thymus,S100a6,4.237239837646484,6.042987024557078e-06,0.00011396933405194432,0.0003089169622398913,2.2466020517327495e-27
168,facs,3m,24m,male,Lung,Gfpt2,-4.205718994140625,0.00015330218593589962,8.3080803960911e-06,0.0004879740299656987,4.5246235947450415e-09
169,facs,3m,24m,male,Large_Intestine,Gm6981,4.200862884521484,1.1010038178937975e-06,2.0247665815986693e-05,3.220164944650605e-05,8.63776119140529e-48
170,facs,3m,24m,male,Thymus,Lyn,4.199577808380127,3.1487854812439764e-06,5.785515531897545e-05,0.00022028728562872857,1.0133348982862867e-11
171,facs,3m,24m,male,Spleen,Gm6981,4.1986613273620605,8.566541964682983e-07,1.5730009181424975e-05,2.4914239475037903e-05,3.4263600227604693e-26
172,facs,3m,24m,male,Trachea,Epha3,-4.198155879974365,2.432040673738811e-05,1.3249507446744246e-06,8.885489660315216e-05,2.5498845600026777e-06
173,facs,3m,24m,male,Heart,Spib,4.189250946044922,3.8952625800448e-06,7.106029079295695e-05,0.00045224998029880226,2.7357791526931457e-10
174,facs,3m,24m,male,Brain_Non-Myeloid,Fam70a,-4.1629838943481445,1.4567754988092929e-05,8.132220727929962e-07,8.871922182152048e-05,9.760638100492987e-07
175,facs,3m,24m,male,Limb_Muscle,Dpp9,-4.158810138702393,4.503706804825924e-05,2.5214094421244226e-06,0.0001331907114945352,1.845416061330771e-08
176,facs,3m,24m,male,Lung,Thbs3,-4.158261299133301,7.500376523239538e-05,4.2006995499832556e-06,0.00023541957489214838,3.7122255269813457e-09
177,facs,3m,24m,male,Thymus,H2-DMb2,4.156064510345459,2.241971560579259e-05,0.00039969634963199496,0.0010853437706828117,4.266050128422481e-26
178,facs,3m,24m,male,BAT,Nqo1,4.155929088592529,3.001279537784285e-06,5.350149149307981e-05,0.0002039241953752935,9.76060608717731e-07
179,facs,3m,24m,male,Spleen,Ins1,4.144627571105957,7.474146741515142e-07,1.321963281952776e-05,2.311869138793554e-05,4.668540543628506e-19
180,facs,3m,24m,male,Lung,Col1a2,-4.144418239593506,0.0010549642611294985,5.96545469306875e-05,0.002683337777853012,3.205005052158446e-16
181,facs,3m,24m,male,Bladder,Fkbp14,-4.1340532302856445,3.6053297662874684e-05,2.05338665182353e-06,7.39876923034899e-05,7.983935039133821e-33
