,Dataset,Start age,End age,sex,tissue,subtissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
12,facs,3m,18m,male,Aorta,Heart,Cd38,86.63260650634766,0.00027843716088682413,3.2139987524715252e-06,0.0005454151541925967,7.581069730122309e-12
13,facs,3m,18m,male,Bladder,nan,Ptgfr,86.4911880493164,1.835327384469565e-05,2.121972073609868e-07,7.449660915881395e-05,4.2134844875454836e-07
14,facs,3m,18m,male,Marrow,B-cells,Cd63,73.10770416259766,2.718427140280255e-06,0.00019873803830705583,0.0006809066399000585,1.959489370878358e-08
15,facs,3m,18m,male,Marrow,B-cells,Fcnb,68.78482818603516,4.883715064352145e-06,0.0003359255788382143,0.0012953942641615868,7.619521689008256e-06
16,facs,3m,18m,male,Spleen,nan,Lars2,66.44465637207031,0.0013736204709857702,2.067314926534891e-05,0.0007899031625129282,0.0
17,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Chac1,66.00796508789062,7.13378976797685e-05,1.080745846593345e-06,0.00021184643264859915,1.52692883205676e-38
18,facs,3m,18m,female,Heart,RV,Ly6d,64.12212371826172,8.091117706499062e-06,0.0005188197246752679,0.0011946676531806588,8.853499252667189e-06
19,facs,3m,18m,female,Heart,LA,C7,63.56742477416992,0.00012405417510308325,1.951535978150787e-06,0.000389233318855986,6.975702726108389e-14
20,facs,3m,18m,female,Trachea,nan,Hapln1,54.29383850097656,7.774958794470876e-05,1.4320139598567039e-06,0.00022911060659680516,3.1954738799842517e-10
21,facs,3m,18m,male,Trachea,nan,Susd5,53.25035858154297,7.430285040754825e-05,1.3953482493889169e-06,0.00027834533830173314,9.748220248823906e-08
22,facs,3m,18m,male,Marrow,B-cells,Endou,52.9256706237793,2.941345883300528e-05,5.557492954721965e-07,0.00012374990910757333,4.340481203986136e-06
23,facs,3m,18m,male,Marrow,B-cells,S100a8,52.62905502319336,0.0006018654676154256,0.031675610691308975,0.09377924352884293,2.6451116949118493e-12
24,facs,3m,18m,male,Aorta,Heart,Hsd11b1,50.642059326171875,2.179092916776426e-05,0.0011035376228392124,0.0018284233519807458,2.246022779359635e-08
25,facs,3m,18m,male,Bladder,nan,Lars2,50.423954010009766,0.0006224926328286529,1.2345176401140634e-05,0.0002852252218872309,0.0
26,facs,3m,18m,male,GAT,Fat,Chrdl1,50.3746223449707,0.00030858206446282566,6.1257437664608005e-06,0.000846386537887156,3.8890319812787324e-21
27,facs,3m,18m,female,Tongue,nan,Rps4y2,50.269187927246094,3.1090570701053366e-05,6.184806125020259e-07,7.64335272833705e-05,2.3950365575591567e-09
28,facs,3m,18m,male,SCAT,Fat,Lars2,49.39299011230469,0.0013770981458947062,2.788043457258027e-05,0.001362421433441341,4.652300905767458e-193
29,facs,3m,18m,female,Kidney,nan,Slc7a12,47.719032287597656,7.266180091392016e-06,0.0003467351198196411,0.0008964917506091297,1.1121523824042508e-10
30,facs,3m,18m,male,Marrow,B-cells,Pglyrp1,46.396907806396484,6.606413080589846e-05,0.003065171418711543,0.007771241012960672,5.5901777243415065e-18
31,facs,3m,18m,male,BAT,Fat,Lars2,46.108970642089844,0.0004965859116055071,1.0769832442747429e-05,0.0006153821595944464,5.98669859042054e-55
32,facs,3m,18m,male,Marrow,B-cells,Il2ra,45.692073822021484,5.064185461378656e-05,1.1083280924140126e-06,0.00018749627633951604,5.45534748134987e-09
33,facs,3m,18m,male,Bladder,nan,Postn,43.88750457763672,2.6412575607537292e-05,6.01823501256149e-07,0.00011016261123586446,3.9382286138811247e-07
34,facs,3m,18m,male,Heart,RV,Hmgcs2,36.701385498046875,7.20948664820753e-05,1.964362809303566e-06,0.00020750904513988644,6.67804917952673e-07
35,facs,3m,18m,male,Aorta,Heart,Cd24a,35.36690902709961,0.000582304026465863,1.6464655345771462e-05,0.0013719240669161081,1.0949076976692055e-06
36,facs,3m,18m,male,Pancreas,Exocrine,Lars2,34.858978271484375,0.003757085418328643,0.00010777956777019426,0.0076782358810305595,1.795251006229793e-10
37,facs,3m,18m,female,Heart,RV,Cpz,34.33134460449219,7.409240788547322e-05,2.1581554392469116e-06,0.00024280589423142374,6.632598480151819e-06
38,facs,3m,18m,male,Trachea,nan,Adcy4,34.064144134521484,4.8268269893014804e-05,1.4169806945574237e-06,0.00018146663205698133,3.099762743827703e-07
39,facs,3m,18m,male,Trachea,nan,Epha3,33.22945785522461,2.432040673738811e-05,7.318919301724236e-07,8.885489660315216e-05,7.203216355888294e-07
40,facs,3m,18m,male,GAT,Fat,Lars2,31.841623306274414,0.000818938366137445,2.5719113182276487e-05,0.0007316289120353758,3.050463842385018e-217
41,facs,3m,18m,female,Heart,RV,Vit,31.462644577026367,7.031111454125494e-05,2.234748080809368e-06,0.00016039685579016805,7.727823182331128e-16
42,facs,3m,18m,male,Trachea,nan,Mir568,30.434478759765625,2.0078206944162957e-05,6.597180686185311e-07,4.64221702713985e-05,1.2995013031838043e-17
43,facs,3m,18m,male,Aorta,Heart,Podxl,30.386425018310547,0.0002105746098095551,6.929889877937967e-06,0.0004096509364899248,7.569864971441373e-11
44,facs,3m,18m,male,Trachea,nan,Foxf1a,30.302499771118164,8.022736437851563e-05,2.6475483991816873e-06,0.0001910416758619249,8.153511776643443e-23
45,facs,3m,18m,male,Trachea,nan,Sox5,30.24113655090332,2.9733069823123515e-05,9.831984471020405e-07,9.798780229175463e-05,1.3838161513712112e-09
46,facs,3m,18m,female,Heart,RV,Igfbp3,30.144250869750977,0.0012160546611994505,4.034117955598049e-05,0.003058353206142783,5.516267447365312e-13
47,facs,3m,18m,male,Trachea,nan,Spry4,30.11479949951172,6.036159538780339e-05,2.004382167797303e-06,0.00020718884479720145,2.660740533885919e-09
48,facs,3m,18m,male,Marrow,B-cells,Ngp,30.10164451599121,0.00033351089223288,0.010039226152002811,0.031852975487709045,1.137260799838163e-09
49,facs,3m,18m,female,SCAT,Fat,Pf4,29.73853302001953,0.00021028966875746846,7.071284926496446e-06,0.0007627803133800626,5.5508528772012185e-08
50,facs,3m,18m,male,Marrow,B-cells,Klhl14,29.63565444946289,5.317623072187416e-05,1.7943318653124152e-06,0.00021847279276698828,1.5438885872421387e-06
51,facs,3m,18m,male,Diaphragm,Limb_Muscle,Egr2,27.812719345092773,0.00022526078100781888,8.099199476419017e-06,0.0006478630821220577,1.0360752906373884e-07
52,facs,3m,18m,male,Marrow,B-cells,Ltb4r1,27.763978958129883,2.936758846772136e-06,8.153613453032449e-05,0.00026000436628237367,3.330085955973846e-09
53,facs,3m,18m,male,Pancreas,Endocrine,Lars2,27.472412109375,0.0008341481443494558,3.0363118639797904e-05,0.0005837805802002549,3.880771513000307e-222
54,facs,3m,18m,female,Kidney,nan,Cyp2a4,27.243013381958008,1.4451413335336838e-05,0.00039370005833916366,0.0010575434425845742,6.259388808916842e-09
55,facs,3m,18m,male,Trachea,nan,Rnf24,27.098398208618164,1.4060600733500905e-05,5.188709906178701e-07,4.842120688408613e-05,3.2746345814850093e-06
56,facs,3m,18m,male,Marrow,B-cells,Cd177,27.052249908447266,2.1816913431393914e-05,0.0005901966360397637,0.0020691740792244673,3.542884506861469e-07
57,facs,3m,18m,female,GAT,Fat,C3ar1,27.015628814697266,9.93355133687146e-05,3.6769638427358586e-06,0.0003185841196682304,2.7476327108337585e-07
58,facs,3m,18m,male,Trachea,nan,Gpc1,26.916004180908203,4.5063672587275505e-05,1.6742324078222737e-06,0.00016295473324134946,8.844328507502974e-08
59,facs,3m,18m,male,Marrow,B-cells,S100a9,26.647239685058594,0.0005915816873311996,0.015764018520712852,0.043242134153842926,5.327752859630759e-14
60,facs,3m,18m,female,Kidney,nan,Hdc,26.614845275878906,4.870449993177317e-05,0.0012962627224624157,0.002901484025642276,1.3739232989214606e-14
61,facs,3m,18m,male,Kidney,nan,Tmsb10,26.390987396240234,6.942827440070687e-06,0.00018322809773962945,0.00032134412322193384,1.0106879042676466e-09
62,facs,3m,18m,male,Marrow,Granulocytes,Hist1h2ab,26.28404998779297,7.784510671626776e-05,2.9616851406899514e-06,0.00019713737128768116,6.036491275913986e-23
63,facs,3m,18m,female,Kidney,nan,Cyp2d12,26.21134376525879,1.0736238436948042e-05,0.0002814112522173673,0.0008462027180939913,2.4419472291087285e-06
64,facs,3m,18m,male,Marrow,B-cells,Egfl6,26.124814987182617,5.1514893129933625e-05,1.971875008166535e-06,0.00019041913037654012,2.4417186107568502e-08
65,facs,3m,18m,male,Aorta,Heart,Fbln7,25.83987045288086,1.974245060409885e-05,0.0005101424176245928,0.0007013019057922065,6.590094050930533e-13
66,facs,3m,18m,male,Diaphragm,Limb_Muscle,Zhx3,25.34805679321289,0.0001177701706183143,4.646121396945091e-06,0.0003385021409485489,1.3579737171279988e-07
67,facs,3m,18m,male,Marrow,B-cells,Lars2,25.308284759521484,0.0003682987589854747,1.4552497304975986e-05,0.0002204416668973863,0.0
68,facs,3m,18m,female,Heart,RV,Peg3,25.303550720214844,4.308541974751279e-05,1.702740973996697e-06,0.000138801900902763,5.770616676442199e-06
69,facs,3m,18m,female,Trachea,nan,Col11a1,25.258970260620117,0.00017294271674472839,6.846783435321413e-06,0.0004535004263743758,5.381720237526938e-13
70,facs,3m,18m,male,Trachea,nan,Sh2b3,24.895713806152344,2.530463461880572e-05,1.0164243349208846e-06,9.334610513178632e-05,1.752833331827916e-06
71,facs,3m,18m,male,Trachea,nan,Itga1,24.62720489501953,6.194941670401022e-05,2.515486130505451e-06,0.0002076055243378505,1.0589612768932049e-09
72,facs,3m,18m,male,SCAT,Fat,Btla,24.542362213134766,8.056590013438836e-05,3.282726993347751e-06,0.00032519438536837697,1.1552848009307229e-07
73,facs,3m,18m,male,Trachea,nan,Pdcl,24.515981674194336,3.1233423214871436e-05,1.2740015336021315e-06,9.557817975291982e-05,2.8610858078116423e-11
74,facs,3m,18m,male,Marrow,Granulocytes,Lars2,24.413227081298828,0.00045145300100557506,1.8492146409698762e-05,0.0002595073019620031,0.0
75,facs,3m,18m,male,Marrow,B-cells,Chi3l3,24.0854549407959,8.243835327448323e-05,0.0019855652935802937,0.007351133041083813,5.893577370047212e-06
76,facs,3m,18m,male,Marrow,B-cells,Gpam,23.79104995727539,3.643783929874189e-05,1.5315765722334618e-06,0.00012452618102543056,4.5358156958296073e-10
77,facs,3m,18m,male,Tongue,nan,Sf3a2,23.78941535949707,3.0683870591019513e-06,7.299515709746629e-05,0.0001783693442121148,3.3903998468954765e-07
78,facs,3m,18m,female,Kidney,nan,Acy1,23.588359832763672,1.447973681933945e-05,0.00034155327011831105,0.000819617067463696,1.9838456039972275e-11
79,facs,3m,18m,male,Aorta,Heart,Marcksl1,23.495386123657227,8.3547318354249e-05,3.555902367224917e-06,0.00017357619071844965,4.957182019742989e-09
80,facs,3m,18m,male,Marrow,B-cells,1100001G20Rik,23.09906578063965,1.2291398888919502e-05,0.00028391985688358545,0.000771481019910425,4.689152397738957e-14
81,facs,3m,18m,male,Marrow,B-cells,1700027J07Rik,22.516935348510742,1.7814913007896394e-05,7.911773991509108e-07,6.707834108965471e-05,2.5725258980216816e-06
82,facs,3m,18m,female,Heart,RA,Phlda1,22.49331283569336,1.0784333426272497e-06,2.4257560653495602e-05,6.35254182270728e-05,1.2107150827307562e-08
83,facs,3m,18m,male,Marrow,B-cells,Rag2,22.371681213378906,0.00014985333837103099,6.6983484430238605e-06,0.0004086659464519471,1.718167194619669e-18
84,facs,3m,18m,male,Trachea,nan,Bmp5,22.13375473022461,4.162590630585328e-05,1.8806516663971706e-06,0.00014839539653621614,8.637462049376097e-08
85,facs,3m,18m,male,Trachea,nan,Lrrc8c,21.8179931640625,7.031538552837446e-05,3.222815394110512e-06,0.00018967586220242083,2.8587830656312244e-16
86,facs,3m,18m,male,Large_Intestine,Distal,Lars2,21.637836456298828,0.0011501815170049667,5.315603266353719e-05,0.0009550834656693041,8.393744299991057e-203
87,facs,3m,18m,male,Trachea,nan,Lztr1,21.63457489013672,4.7069843276403844e-05,2.1756759451818652e-06,0.0001251214707735926,2.0022769876836939e-16
88,facs,3m,18m,male,Trachea,nan,Tmem200b,21.54053497314453,1.5701034499215893e-05,7.289053769454767e-07,5.179701838642359e-05,6.665696720238856e-07
89,facs,3m,18m,male,Aorta,Heart,Fam117b,21.53422737121582,0.00012839851842727512,5.962530849501491e-06,0.0002700769400689751,2.302129691506408e-08
90,facs,3m,18m,female,SCAT,Fat,C3ar1,21.529722213745117,7.810719398548827e-05,3.62787659469177e-06,0.0002953833027277142,5.259301883559238e-07
91,facs,3m,18m,male,Tongue,nan,Cald1,21.497032165527344,3.57957833330147e-05,1.665149056861992e-06,9.638796473154798e-05,1.872649118037348e-20
92,facs,3m,18m,male,Marrow,B-cells,Lcn2,21.3438663482666,0.00014067730808164924,0.0030025977175682783,0.008913709782063961,5.628646060028213e-11
93,facs,3m,18m,male,Trachea,nan,Matn2,20.829914093017578,0.000180586488568224,8.669573617225979e-06,0.000485771510284394,1.7948582024080339e-16
94,facs,3m,18m,female,Trachea,nan,Acan,20.358869552612305,4.938837082590908e-05,2.4258886242023436e-06,0.00016359786968678236,2.4912781245650112e-06
95,facs,3m,18m,female,Trachea,nan,Col9a1,20.348554611206055,6.781367846997455e-05,3.3326032280456275e-06,0.0002304162917425856,6.762219524206269e-06
96,facs,3m,18m,male,Trachea,nan,Slc2a10,20.101255416870117,2.6503621484152973e-05,1.318504700975609e-06,9.401618444826454e-05,3.2652740832820856e-07
97,facs,3m,18m,female,Heart,RV,Fam26e,19.885290145874023,7.833846029825509e-05,3.9395172279910184e-06,0.00023105688160285354,8.049865094413032e-08
98,facs,3m,18m,male,Pancreas,Endocrine,Mamld1,19.759971618652344,3.6696095776278526e-05,1.8570914335214184e-06,0.00011027921573258936,6.257803913318775e-08
99,facs,3m,18m,male,Trachea,nan,Aldh1a2,19.480283737182617,6.991251575527713e-05,3.5888849652110366e-06,0.00023859880457166582,1.0704126432027803e-08
100,facs,3m,18m,male,Trachea,nan,Tie1,19.350034713745117,0.00011656976130325347,6.0242650761210825e-06,0.00040913012344390154,5.8648019454485414e-08
101,facs,3m,18m,female,Kidney,nan,Slc5a10,19.34478759765625,1.97627905436093e-05,0.00038230701466090977,0.0009572381968609989,2.4619296589913853e-10
102,facs,3m,18m,male,Trachea,nan,Zfand2a,19.20844268798828,2.3551794583909214e-05,1.2261158417459228e-06,7.979830115800723e-05,7.412578341426491e-08
103,facs,3m,18m,male,Heart,RV,A430107O13Rik,18.778656005859375,6.249319267226383e-05,3.327883405290777e-06,0.000160268071340397,1.658497098414405e-08
104,facs,3m,18m,male,GAT,Fat,Col4a3,18.514293670654297,4.989140506950207e-05,2.6947498099616496e-06,0.00017503908020444214,7.72945721238633e-10
105,facs,3m,18m,male,Aorta,Heart,Btnl9,18.461200714111328,0.0004011382407043129,2.1728716092184186e-05,0.0008095278171822429,1.9069757029557546e-08
106,facs,3m,18m,female,Trachea,nan,Mfi2,18.294567108154297,6.86972780385986e-05,3.7550635170191526e-06,0.00023098762903828174,6.319163405805398e-06
107,facs,3m,18m,female,Heart,RV,Enpp6,18.187278747558594,8.670508395880461e-05,4.767347036249703e-06,0.00022137368796393275,5.826938315540695e-11
108,facs,3m,18m,female,Heart,LA,Clec3b,18.162487030029297,0.0008587344200350344,4.728066414827481e-05,0.0010677417740225792,1.0405222417423172e-93
109,facs,3m,18m,female,Kidney,nan,Slc22a7,18.06686019897461,3.9912614738568664e-05,0.0007210956537164748,0.0020647384226322174,1.6342526234862403e-06
110,facs,3m,18m,male,SCAT,Fat,Ralgps2,17.98491859436035,5.2045237680431455e-05,2.8938259220012696e-06,0.00019070717098657042,2.078803444576827e-09
111,facs,3m,18m,female,Heart,LV,Timp4,17.953964233398438,0.0007517680060118437,4.187197919236496e-05,0.0017901090905070305,1.3500904941399942e-09
112,facs,3m,18m,male,MAT,Fat,Peg3,17.936357498168945,7.227213791338727e-05,4.0293643905897625e-06,0.0002074131480185315,5.317114365601847e-11
113,facs,3m,18m,male,Trachea,nan,Dpp8,17.836013793945312,2.431801476632245e-05,1.3634210063173668e-06,7.03909681760706e-05,2.1764100049676997e-11
114,facs,3m,18m,male,Heart,RV,Nr1d1,17.6362361907959,0.00019422810873948038,1.1013013136107475e-05,0.000367762113455683,6.331020832441948e-15
115,facs,3m,18m,male,Marrow,B-cells,C3,17.624174118041992,5.0412236305419356e-06,8.884741691872478e-05,0.00030178105225786567,3.471742659841875e-07
116,facs,3m,18m,female,Trachea,nan,Cilp2,17.514841079711914,0.00011593234376050532,6.6190909819852095e-06,0.0003509906819090247,5.839746631684308e-08
117,facs,3m,18m,female,GAT,Fat,Fcgr3,17.405424118041992,0.000178475325810723,1.0254005246679299e-05,0.00041094067273661494,2.8457672966926783e-16
118,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Sh2d5,17.40497589111328,2.8472415579017252e-05,1.6358768561985926e-06,7.628375897184014e-05,5.023712062730579e-32
119,facs,3m,18m,female,Heart,LA,Ncf4,17.306421279907227,4.76205150334863e-06,8.241408067988232e-05,0.0002155629772460088,1.7996154468735636e-10
120,facs,3m,18m,male,Trachea,nan,Fkrp,17.285045623779297,2.5609759177314118e-05,1.4816125712968642e-06,7.801879110047594e-05,2.73075600714521e-10
121,facs,3m,18m,male,Pancreas,Endocrine,Nupr1,17.247535705566406,2.3672138922847807e-05,0.0004082860832568258,0.0005758957122452557,1.252133902070861e-24
122,facs,3m,18m,male,Bladder,nan,Actg2,17.210073471069336,7.219114195322618e-05,4.194701887172414e-06,0.0002668265369720757,1.0170490977622577e-09
123,facs,3m,18m,male,Aorta,Heart,Thrsp,17.165523529052734,0.000331006885971874,1.9283235815237276e-05,0.0005907727754674852,9.973405541417717e-12
124,facs,3m,18m,male,Aorta,Heart,Gpx3,17.13245964050293,0.0003160423075314611,0.00541458185762167,0.008227108977735043,2.1005123520018827e-09
125,facs,3m,18m,male,Marrow,B-cells,Gfra1,17.106399536132812,6.398304685717449e-05,3.740297870535869e-06,0.00019759274437092245,1.0284388911728987e-11
126,facs,3m,18m,female,GAT,Fat,C1qb,16.893186569213867,0.0010560596128925681,6.251393642742187e-05,0.0027730308938771486,1.6707538026463883e-11
127,facs,3m,18m,female,GAT,Fat,F13a1,16.857593536376953,0.0001737569400575012,1.0307338925485965e-05,0.0005368172423914075,2.971645387139927e-07
128,facs,3m,18m,female,Spleen,nan,Sf3a2,16.85663604736328,1.8825148799805902e-06,3.1732884963275865e-05,6.368036702042446e-05,1.1625132176673735e-11
129,facs,3m,18m,female,SCAT,Fat,Lars2,16.808713912963867,3.414592720218934e-05,0.0005739491316489875,0.0015638138866052032,1.5089150993662968e-09
130,facs,3m,18m,male,Trachea,nan,Gbe1,16.736234664916992,1.88251469808165e-05,1.124812683883647e-06,5.8738369261845946e-05,3.927906356492854e-08
131,facs,3m,18m,male,Heart,RV,Pgf,16.538944244384766,0.00014563693548552692,8.805695870250929e-06,0.0003794990188907832,4.679292783532361e-08
132,facs,3m,18m,male,Trachea,nan,Tlr2,16.506641387939453,0.00025656301295384765,1.5543015251751058e-05,0.0010058515472337604,7.230015452969785e-06
133,facs,3m,18m,male,Aorta,Heart,Dpep1,16.438426971435547,0.00014900295354891568,0.0024493741802871227,0.003350393380969763,3.440444663608301e-12
134,facs,3m,18m,female,Kidney,nan,Proc,16.411828994750977,1.3987085367261898e-05,0.00022955366875976324,0.0005846872227266431,5.597775208986072e-09
135,facs,3m,18m,male,Marrow,B-cells,C1galt1,16.379966735839844,9.10773960640654e-05,5.560290901485132e-06,0.00022706403979100287,2.1078833230597234e-21
136,facs,3m,18m,male,Trachea,nan,Steap4,16.367305755615234,9.379377297591418e-05,5.730555585614638e-06,0.0003227881679777056,2.7821069049878376e-08
137,facs,3m,18m,male,Trachea,nan,Stk38l,16.314653396606445,7.570519665023312e-05,4.640317911253078e-06,0.00018341385293751955,4.391963740622229e-19
138,facs,3m,18m,female,SCAT,Fat,C1qc,16.263113021850586,0.0004914958262816072,3.0221508495742455e-05,0.0014576510293409228,1.3318643969643985e-12
139,facs,3m,18m,male,Diaphragm,Limb_Muscle,Chodl,16.253238677978516,0.0008526957244612277,5.2463125030044466e-05,0.001458838116377592,4.159924913195427e-26
140,facs,3m,18m,male,Trachea,nan,Gna12,16.20592498779297,3.008233761647716e-05,1.8562545847089496e-06,7.462653593393043e-05,1.0987133242011608e-15
141,facs,3m,18m,male,Trachea,nan,Cdr2,16.182294845581055,3.579584154067561e-05,2.2120364064903697e-06,0.00011275646829744801,1.10146409604325e-09
142,facs,3m,18m,female,Heart,LA,Pilra,16.12986183166504,5.350113042368321e-06,8.629659714642912e-05,0.0002410526794847101,1.7042247598656213e-08
143,facs,3m,18m,male,Trachea,nan,Cxcr7,15.883934020996094,0.0007304530590772629,4.5986911572981626e-05,0.001299285446293652,6.246032154120461e-41
144,facs,3m,18m,male,Trachea,nan,Mafk,15.844330787658691,0.00023651806986890733,1.4927613847248722e-05,0.00036538418498821557,8.181812328969722e-55
145,facs,3m,18m,male,Diaphragm,Limb_Muscle,Colec12,15.781586647033691,0.00015322663239203393,9.709202458907384e-06,0.00036708617699332535,1.8883952425122387e-11
146,facs,3m,18m,female,GAT,Fat,C1qc,15.732749938964844,0.00047956910566426814,3.0482215152005665e-05,0.001357142231427133,3.05966538499916e-09
147,facs,3m,18m,male,Trachea,nan,Obsl1,15.705121994018555,1.7436577763874084e-05,1.1102467851742404e-06,5.831114322063513e-05,1.3263725655314308e-06
148,facs,3m,18m,male,Trachea,nan,Scarf2,15.670090675354004,6.278935325099155e-05,4.0069544411380775e-06,0.00012938282452523708,7.705480513604697e-27
149,facs,3m,18m,male,GAT,Fat,Meg3,15.651163101196289,8.120898564811796e-05,5.188685918255942e-06,0.00019977803458459675,1.001382359283468e-22
150,facs,3m,18m,male,Heart,RV,Cul4a,15.537225723266602,5.24332353961654e-05,3.3746837289072573e-06,0.00014557194663211703,3.512033003483568e-06
151,facs,3m,18m,male,Trachea,nan,Col6a2,15.493380546569824,0.0009298436343669891,6.001554356771521e-05,0.0012545796344056726,4.681073863084159e-72
152,facs,3m,18m,male,Trachea,nan,Col8a1,15.240711212158203,0.00037263179547153413,2.444976234983187e-05,0.0013721343129873276,5.50200509964316e-07
153,facs,3m,18m,female,Heart,LA,Atoh8,15.191843032836914,4.364826509117847e-06,6.63097744109109e-05,0.0001701318979030475,1.1894299067763032e-10
154,facs,3m,18m,male,Tongue,nan,Rps4y2,15.07761001586914,1.9433166016824543e-05,1.2888747278338997e-06,5.087406316306442e-05,1.696446543848985e-11
155,facs,3m,18m,male,Trachea,nan,Fzd9,14.974143028259277,0.00012214176240377128,8.156844160112087e-06,0.00043085741344839334,9.89668618202716e-07
156,facs,3m,18m,female,GAT,Fat,Lat,14.92527961730957,1.9127741325064562e-05,0.0002854869235306978,0.0008541406132280827,2.9647941732739645e-09
157,facs,3m,18m,male,Trachea,nan,Myadm,14.91472339630127,0.000596888829022646,4.00201060983818e-05,0.0006705179694108665,1.9352587763799887e-103
158,facs,3m,18m,female,Trachea,nan,Fzd9,14.856147766113281,0.00025649822782725096,1.726545815472491e-05,0.0007137038046494126,7.635665287081789e-10
159,facs,3m,18m,male,Trachea,nan,Tcp11l2,14.829652786254883,0.00019742951553780586,1.3313157069205772e-05,0.0003236459451727569,2.284438062544219e-47
160,facs,3m,18m,male,Trachea,nan,Ndrg4,14.687662124633789,4.5639586460310966e-05,3.1073409445525613e-06,0.00011726334196282551,5.378066998301696e-16
161,facs,3m,18m,male,Trachea,nan,Errfi1,14.680777549743652,0.0010208578314632177,6.953703996259719e-05,0.0017992672510445118,6.0638407512086e-42
162,facs,3m,18m,male,SCAT,Fat,Fcer2a,14.603303909301758,0.00010076615581056103,6.900228981976397e-06,0.00039093257510103285,5.039898785396435e-07
163,facs,3m,18m,male,Trachea,nan,Bmper,14.571489334106445,4.0167960833059624e-05,2.7566122753341915e-06,0.00013758499699179083,1.5855623976093178e-06
164,facs,3m,18m,male,Kidney,nan,Lars2,14.521663665771484,0.0004847825621254742,3.338340320624411e-05,0.0006165860104374588,3.7720532161147133e-29
165,facs,3m,18m,male,Trachea,nan,Ldlrad3,14.431194305419922,4.3055428250227123e-05,2.9834964152541943e-06,0.0001285070029553026,4.481590074799141e-09
166,facs,3m,18m,male,Aorta,Heart,Cygb,14.417572021484375,5.391883314587176e-05,0.0007773786783218384,0.0009622449870221317,3.832580611513633e-15
167,facs,3m,18m,male,Trachea,nan,Eltd1,14.330422401428223,0.00013799394946545362,9.629439773561899e-06,0.000504444120451808,2.6907342918954014e-06
168,facs,3m,18m,female,Spleen,nan,Lars2,14.269048690795898,6.868544005556032e-05,0.000980075914412737,0.0005829706788063049,3.0009109274963807e-177
169,facs,3m,18m,male,Trachea,nan,Plscr4,14.245874404907227,6.828446930740029e-05,4.793279458681354e-06,0.0001535566261736676,1.227551926308006e-22
170,facs,3m,18m,male,Marrow,B-cells,Lrg1,14.13632583618164,2.3264845367521048e-05,0.0003288794541731477,0.0011736155720427632,9.919760813397682e-06
171,facs,3m,18m,male,Trachea,nan,Fzd4,14.04891300201416,6.23102459940128e-05,4.4352350414555985e-06,0.0001751021045492962,8.722044563335878e-13
172,facs,3m,18m,female,Heart,LA,Fibin,13.9987154006958,0.000149482861161232,1.0678326361812651e-05,0.00030117807909846306,4.8436504701500614e-30
173,facs,3m,18m,male,Large_Intestine,Proximal,Lars2,13.990743637084961,0.0017038106452673674,0.00012178128235973418,0.0011672239052131772,0.0
174,facs,3m,18m,male,Trachea,nan,Lnx1,13.886889457702637,4.371098839328624e-05,3.147643383272225e-06,0.00016117285122163594,2.868962815378793e-06
