,Dataset,Start age,End age,Sex,Tissue,Subtissue,Cell type,Gene,dExpression,Confidence,Expression at start age,Expression at end age,Max expression std. dev
14,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Agpat5,111.73849487304688,low,3.4583514207042754e-05,3.095030365329876e-07,8.048769814195111e-06
25,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Vps35,110.80747985839844,low,0.00010731767542893067,9.68504650700197e-07,1.8777749573928304e-05
10,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Nt5c,109.74200439453125,low,8.285974786303996e-07,9.093205881072208e-05,1.945535041159019e-05
11,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Enpp5,108.83572387695312,low,4.814835961042263e-07,5.240272730588913e-05,9.732999387779273e-06
26,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Zc3h15,108.31239318847656,low,0.000287061178823933,2.6503068966121646e-06,5.461356704472564e-05
27,facs,3m,24m,male,Pancreas,Exocrine,pancreatic stellate cell,Tff3,107.42471313476562,low,3.53552735532503e-07,3.7980407796567306e-05,5.67590768696391e-06
28,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,D4Wsu53e,103.3076400756836,low,0.0001601385447429493,1.5501123016292695e-06,3.3095617254730314e-05
15,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,BC005561,100.93986511230469,low,9.0335204731673e-05,8.949397738433618e-07,1.8180351617047563e-05
16,facs,18m,24m,male,Pancreas,Exocrine,pancreatic B cell,Tab2,97.77722930908203,low,3.28491696564015e-05,3.359583047313208e-07,7.2099755925592035e-06
29,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Psma5,94.46321105957031,low,0.00022042711498215795,2.333469637960661e-06,4.299937063478865e-05
30,facs,3m,24m,male,Heart,RV,smooth muscle cell,Vapb,91.9941177368164,low,9.223807137459517e-05,1.0026508334703976e-06,5.5150849220808595e-06
12,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,1700019E19Rik,86.35850524902344,low,5.794840944872703e-07,5.00434689456597e-05,8.4327884906088e-06
31,facs,3m,24m,male,Heart,RV,smooth muscle cell,Foxc1,86.31624603271484,low,0.00015140340838115662,1.7540535282023484e-06,3.179585837642662e-05
32,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,BC018242,86.1949691772461,low,5.455343853100203e-05,6.329064490273595e-07,1.2181661077192985e-05
13,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Nudt16,83.50288391113281,low,2.993628868352971e-06,0.00024997672880999744,2.50270441028988e-05
0,droplet,3m,18m,female,Lung,nan,dendritic cell,Hist1h2ae,83.43202209472656,low,8.570082172809634e-06,0.0007150193559937179,4.4753673137165606e-05
33,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Rbbp4,83.33859252929688,low,0.00010045297676697373,1.2053586715410347e-06,1.1883541446877643e-05
34,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Epm2aip1,77.09756469726562,low,8.84325199876912e-05,1.1470199297036743e-06,2.0600064090103842e-05
35,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Fzr1,75.0069580078125,low,0.00021051219664514065,2.8065678634447977e-06,3.9667924284003675e-05
17,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Cct6a,69.87955474853516,low,0.000281163229374215,4.023539531772258e-06,3.956514046876691e-05
36,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Rnps1,69.85926818847656,low,7.039731281111017e-05,1.0077008028019918e-06,1.58505226863781e-05
37,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Plcxd2,68.34178161621094,low,0.00013660397962667048,1.998834704863839e-06,2.532440521463286e-05
38,facs,3m,24m,male,Heart,RV,smooth muscle cell,Rab11b,67.75608825683594,low,0.0005348151898942888,7.89324076322373e-06,7.26166763342917e-05
18,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Fkbp3,67.63428497314453,low,0.00012559816241264343,1.8570182191979256e-06,3.0340323064592667e-05
39,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Bcap31,65.34976196289062,low,0.00019892677664756775,3.044031245735823e-06,2.95964528049808e-05
40,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Rps6kb1,65.1226577758789,low,8.987268665805459e-05,1.380051457999798e-06,1.8104847185895778e-05
0,droplet,18m,21m,female,Lung,nan,basophil,Dtx3,63.95588684082031,low,0.00026497917133383453,4.14315445596003e-06,5.7270364777650684e-05
41,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Mllt11,62.763797760009766,low,0.0004819491587113589,7.678775546082761e-06,5.713577047572471e-05
42,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Slk,60.38515090942383,low,4.505885954131372e-05,7.461900395355769e-07,7.770414413243998e-06
14,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Txndc17,58.97379684448242,low,1.2490506833273685e-06,7.366132194874808e-05,1.320849059993634e-05
43,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Zcrb1,58.58479309082031,low,7.66698649385944e-05,1.3086980743537424e-06,9.61711339186877e-06
44,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Zc3hc1,58.46612548828125,low,0.00011341460049152374,1.9398335098230746e-06,2.3227768906508572e-05
19,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,2810002N01Rik,57.751792907714844,low,3.0971550586400554e-05,5.362862225410936e-07,3.4481461170798866e-06
45,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Ncs1,55.50006866455078,low,7.630424079252407e-05,1.3748484661846305e-06,1.815832729334943e-05
46,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Sdf2,55.01450729370117,low,3.89014785469044e-05,7.071120649015938e-07,2.9841514788131462e-06
15,facs,3m,18m,male,Heart,RV,atrial myocyte,Bnip3l,50.65662384033203,low,9.910017251968384e-05,0.005020080134272575,0.001106241368688643
20,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Actr1a,49.791927337646484,low,7.884711521910504e-05,1.5835311160117271e-06,1.2354802493064199e-05
47,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Ccdc104,49.31513595581055,low,0.00015775146312080324,3.198843842255883e-06,3.647322591859847e-05
48,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Eif5,47.979610443115234,low,0.00039523420855402946,8.2375445344951e-06,4.662505307351239e-05
21,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Actl6a,47.43008041381836,low,0.00012844789307564497,2.7081516691396246e-06,2.4507666239514947e-05
16,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Gtf2f1,45.85951614379883,low,4.85155806018156e-06,0.00022249015455599874,3.3243348298128694e-05
49,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Cldn25,45.707435607910156,low,6.506975478259847e-05,1.4236131846701028e-06,1.5873707525315695e-05
50,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Dcaf7,45.06200408935547,low,5.516026067198254e-05,1.2240958540132851e-06,1.1635886039584875e-05
51,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Setd5,44.08477020263672,low,9.197279723593965e-05,2.0862705696345074e-06,2.210630918852985e-05
1,droplet,18m,21m,female,Lung,nan,dendritic cell,Hist1h2ae,43.59051513671875,low,0.0007150193559937179,1.6403093468397856e-05,4.4753673137165606e-05
52,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Usp14,42.06341552734375,low,0.00015238739433698356,3.6228002500138246e-06,3.140374246868305e-05
22,facs,18m,24m,male,Pancreas,Exocrine,leukocyte,Acsl5,41.797035217285156,low,0.00017932080663740635,4.2902747736661695e-06,4.028751573059708e-05
53,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Abr,41.60276794433594,low,0.00024039031995926052,5.778228114650119e-06,5.72172793908976e-05
2,droplet,18m,21m,female,Lung,nan,basophil,Atp8b5,41.17457580566406,low,0.00026497917133383453,6.435503564716782e-06,5.7270364777650684e-05
54,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Eif4g1,38.829566955566406,low,0.0001983893453143537,5.109233370603761e-06,2.0219038560753688e-05
55,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Mapk8,38.664310455322266,low,1.159277144324733e-05,2.9983033300595707e-07,7.726307558186818e-07
56,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Fam63b,38.002689361572266,low,0.00011700607865350321,3.0788885396759724e-06,1.613821768842172e-05
17,facs,3m,18m,male,Heart,RV,atrial myocyte,Sri,37.67798614501953,low,0.0007981992675922811,2.1184761862969026e-05,6.453680543927476e-05
23,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tm2d2,37.56961441040039,low,0.00019803711620625108,5.271203463053098e-06,4.433418143889867e-05
18,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Iqgap2,36.426963806152344,low,4.579852429742459e-06,0.00016683015564922243,2.1049130737083033e-05
57,facs,3m,24m,male,Heart,RV,smooth muscle cell,Nfic,34.21809387207031,low,0.00017187208868563175,5.022841378377052e-06,3.569317777873948e-05
19,facs,3m,18m,male,Heart,RV,atrial myocyte,Malat1,33.72757339477539,low,0.007973603904247284,0.000236412015510723,0.0012658793712034822
20,facs,3m,18m,male,Heart,RV,atrial myocyte,Fau,33.29037094116211,low,0.00016137491911649704,4.8474944378540386e-06,3.250987356295809e-05
58,facs,3m,24m,male,Marrow,KLS,naive B cell,Hnrnpc,32.247623443603516,low,0.0008602550369687378,2.6676540073822252e-05,8.745181548874825e-05
21,facs,3m,18m,female,Heart,RA,valve cell,Il2ra,30.95924949645996,low,6.392658542608842e-05,2.064861291728448e-06,1.4041180293133948e-05
1,droplet,3m,18m,male,Kidney,nan,brush cell,Rpl22l1,30.25253677368164,low,0.0005986650357954204,1.978891850740183e-05,0.00012213228910695761
59,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Habp4,29.995569229125977,low,0.00013014684373047203,4.338868166087195e-06,1.835448529163841e-05
24,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ctage5,29.85346031188965,low,3.46490451192949e-05,1.1606364296312677e-06,2.0102813778066775e-06
22,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Sfxn1,29.259685516357422,low,4.2317733459640294e-06,0.0001238203840330243,2.325719833606854e-05
60,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Rab2a,29.241680145263672,low,0.00057167187333107,1.9549896023818292e-05,6.986805965425447e-05
3,droplet,18m,21m,female,Pancreas,Endocrine,pancreatic ductal cel,Try4,29.233570098876953,low,1.0632415978761856e-05,0.000310823495965451,4.886306487605907e-05
61,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Mmgt1,29.147235870361328,low,6.339923857012764e-05,2.1751363874500385e-06,1.0355677659390494e-05
62,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,H2afy,27.559703826904297,low,0.00019749936473090202,7.16623617336154e-06,2.606572707009036e-05
23,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Med11,27.450279235839844,low,3.416789695620537e-06,9.379185939906165e-05,1.075742329703644e-05
25,facs,18m,24m,male,SCAT,Fat,T cell,Ddx50,26.02545928955078,low,0.000272726989351213,1.0479237062099855e-05,5.159190186532214e-05
63,facs,3m,24m,male,Heart,RV,smooth muscle cell,Tra2b,25.839624404907227,low,0.0002655244607012719,1.0275863132847007e-05,1.429634812666336e-05
64,facs,3m,24m,male,Heart,RV,smooth muscle cell,2810428I15Rik,25.670124053955078,low,0.00013513297017198056,5.264210813038517e-06,2.0130402845097706e-05
26,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Krt18,25.314891815185547,low,0.0001334399712504819,5.271203463053098e-06,1.6247699022642337e-05
65,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Gdi1,25.06322479248047,low,0.00039324606768786907,1.5690160580561496e-05,7.865211955504492e-05
66,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Rsrc1,24.928234100341797,low,4.583557529258542e-05,1.8387002000963548e-06,7.1268091232923325e-06
27,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Pon2,24.82545280456543,low,0.00013929617125540972,5.611021606455324e-06,3.0923391022952273e-05
28,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tnfrsf18,24.64614486694336,low,6.495744310086593e-05,2.635601731526549e-06,7.474723588529741e-06
29,facs,18m,24m,male,Lung,EPCAM,T cell,Vapa,24.486080169677734,low,0.0006172675057314336,2.5208912120433524e-05,0.00012815542868338525
67,facs,3m,24m,male,Marrow,T-cells,late pro-B cell,Gng10,24.431503295898438,low,3.0480845452984795e-05,0.0007446929230354726,0.0001043185475282371
68,facs,3m,24m,male,Heart,RV,smooth muscle cell,Son,24.259098052978516,low,0.00012644995877053589,5.212474661675515e-06,2.397339449089486e-05
24,facs,3m,18m,female,Lung,EPCAM,club cell of bronchiole,Aes,23.650203704833984,low,3.404506787774153e-05,0.0008051727782003582,0.00015315230120904744
69,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Ypel5,23.63601303100586,low,0.00020580423006322235,8.707230335858185e-06,3.0360990422195755e-05
4,droplet,18m,21m,female,Lung,nan,plasma cell,Pdpk1,23.167682647705078,low,9.430640056962147e-05,4.070600425620796e-06,1.5765370335429907e-05
70,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,1810022K09Rik,22.63136863708496,low,8.574952516937628e-05,3.788966751017142e-06,1.5443056327058002e-05
71,facs,3m,24m,male,Marrow,T-cells,granulocytopoietic cell,Hist1h2ab,22.621097564697266,low,0.00045099385897628963,1.9936867829528637e-05,6.776619557058439e-05
72,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Anp32b,22.53068733215332,low,3.615450987126678e-05,1.6046774362621363e-06,8.607833478890825e-06
73,facs,3m,24m,male,BAT,Fat,NK cell,Whsc1l1,22.440885543823242,low,2.6982015697285533e-05,0.0006055003614164889,5.147761112311855e-05
5,droplet,18m,21m,female,Lung,nan,dendritic cell,Suz12,22.33538818359375,low,0.00012152735871495679,5.441022040031385e-06,1.538953438284807e-05
30,facs,18m,24m,male,Heart,RV,atrial myocyte,Alas2,21.94597625732422,low,0.053562868386507034,0.002440669108182192,0.010063135996460915
25,facs,3m,18m,female,Lung,EPCAM,club cell of bronchiole,Sftpb,21.429615020751953,low,0.00017950497567653656,0.003846722422167659,0.00068414252018556
74,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Rplp0,21.424551010131836,low,0.00018459053535480052,8.615840670245234e-06,3.552401176420972e-05
31,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Cln6,21.32185173034668,low,0.00011239184095757082,5.271203463053098e-06,2.1062945961602964e-05
32,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Dcun1d1,21.308225631713867,low,0.00012570040416903794,5.899148163734935e-06,2.9196555260568857e-05
6,droplet,18m,21m,female,Lung,nan,plasma cell,Sms,21.26036262512207,low,0.00013667689927387983,6.4287182794942055e-06,2.489832513674628e-05
75,facs,3m,24m,male,Heart,RV,smooth muscle cell,Prdx3,20.350372314453125,low,0.0003212607989553362,1.578648152644746e-05,4.628938768291846e-05
26,facs,3m,18m,female,MAT,Fat,epithelial cell,Ldha,20.23074722290039,low,5.837398020958062e-06,0.00011809494026238099,2.419868360448163e-05
33,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tor2a,19.926633834838867,low,0.00010503736120881513,5.271203463053098e-06,1.9291215721750632e-05
27,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ddx3x,19.09010124206543,low,5.204377885092981e-06,9.935211710399017e-05,1.2337215594016016e-05
76,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Rraga,19.075664520263672,low,0.00028236789512448013,1.4802518307988066e-05,5.714257713407278e-05
28,facs,3m,18m,male,Heart,RV,atrial myocyte,Egr1,19.05477523803711,low,0.001849191845394671,9.704611147753894e-05,9.188301919493824e-05
34,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Slc25a17,18.871946334838867,low,0.0001553811744088307,8.233446351368912e-06,2.1783651391160674e-05
35,facs,18m,24m,male,Heart,RV,atrial myocyte,Bnip3l,18.81737518310547,low,0.005020080134272575,0.0002667789813131094,0.001106241368688643
29,facs,3m,18m,female,Marrow,Granulocytes,granulocyte monocyte progenitor cell,Ankle2,18.682708740234375,low,0.00011121684656245634,5.952928404440172e-06,1.7773911167751066e-05
30,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Dhx36,18.577350616455078,low,7.2222536573463e-07,1.34170522869681e-05,2.27190002988209e-06
36,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Ivd,18.57482147216797,low,0.00014560078852809966,7.838609235477634e-06,2.5982666556956246e-05
77,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Rac1,18.258609771728516,low,0.00019959022756665945,1.0931293218163773e-05,2.695038892852608e-05
78,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Hspe1,17.514415740966797,low,0.00019953709852416068,1.1392734450055286e-05,4.187239392194897e-05
31,facs,3m,18m,male,SCAT,Fat,"CD8-positive, alpha-beta T cell",Copz1,17.355451583862305,low,3.964296411140822e-05,0.0006880215369164944,0.0001202170824399218
32,facs,3m,18m,female,Marrow,Granulocytes,naive B cell,Cyba,17.210962295532227,low,6.259780639084056e-05,0.001077368506230414,0.00013713726366404444
37,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Wtap,17.173974990844727,low,5.093126674182713e-05,2.9656064270966453e-06,7.9000992627698e-06
79,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Uchl5,17.107982635498047,low,5.772074291598983e-05,3.3739061109372415e-06,1.2459564459277317e-05
38,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Vars,16.99113655090332,low,4.9504684284329414e-05,2.913558319050935e-06,6.34403113508597e-06
80,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Mapkap1,16.45646858215332,low,9.082312317332253e-05,5.518991656572325e-06,1.9201115719624795e-05
33,facs,3m,18m,female,Heart,RA,T cell,1810026B05Rik,16.208820343017578,low,5.84895969950594e-05,3.6085032206756296e-06,1.219031310029095e-05
81,facs,3m,24m,male,Marrow,T-cells,granulocytopoietic cell,Dhx15,16.12666893005371,low,0.00019692567002493888,1.2211180546728428e-05,3.384032970643602e-05
34,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tex261,16.077470779418945,low,5.537061042559799e-06,8.902195258997381e-05,1.4845230907667428e-05
