,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
76,droplet,3m,24m,male,Kidney,Slc3a1,-11.562018394470215,9.526201756671071e-05,3.150587701838958e-08,0.00018658072804100811,8.996540105189025e-63
77,droplet,3m,24m,male,Kidney,0610012H03Rik,-11.479363441467285,5.732693534810096e-05,2.0077260742823455e-08,0.00013661071716342121,5.2206165785478705e-40
78,droplet,3m,24m,male,Kidney,Sparc,-11.437358856201172,0.0004493904416449368,1.6204401731556572e-07,0.001078009488992393,3.554504068376115e-42
79,droplet,3m,24m,male,Kidney,Cideb,-11.4133882522583,8.473986235912889e-05,3.106715240619451e-08,0.00016242588753812015,5.872587932772335e-65
80,droplet,3m,24m,male,Kidney,Hoxa10,-11.399077415466309,2.9593491490231827e-05,1.0957017515522693e-08,7.983561226865277e-05,6.984666005268419e-27
81,droplet,3m,24m,male,Kidney,Ednrb,-11.39005184173584,6.534688145620748e-05,2.4347801996782437e-08,0.0002259766188217327,5.301677082115664e-18
82,droplet,3m,24m,male,Kidney,Lama5,-11.38196849822998,3.892870154231787e-05,1.4585666008315457e-08,9.63144630077295e-05,1.6182657428218396e-34
83,droplet,3m,24m,male,Kidney,0610005C13Rik,-11.367825508117676,9.313026384916157e-05,3.523888736367553e-08,0.00016907839744817466,4.631581169408857e-73
84,droplet,3m,24m,male,Kidney,Tie1,-11.347247123718262,8.726609667064622e-05,3.3494295337277435e-08,0.00024414598010480404,1.8947176177634155e-29
85,droplet,3m,24m,male,Kidney,Rgnef,-11.30247974395752,5.307613537297584e-05,2.10132480304992e-08,0.00010759259021142498,1.891059865610597e-54
86,droplet,3m,24m,male,Kidney,Col4a1,-11.300602912902832,8.723663631826639e-05,3.4583269581389686e-08,0.00017859718354884535,5.773224804283416e-57
87,droplet,3m,24m,male,Kidney,Fbp1,-11.283370971679688,0.0004350889357738197,1.7455913337016682e-07,0.00067177350865677,1.5534517792607307e-106
88,droplet,3m,24m,male,Kidney,Rnf183,-11.275672912597656,2.1528156139538623e-05,8.682426333450621e-09,7.729345088591799e-05,1.7642013396435157e-13
89,droplet,3m,24m,male,Kidney,S100a16,-11.251130104064941,0.00018335520871914923,7.52245910007332e-08,0.00034636814962141216,1.7934798726507165e-69
90,droplet,3m,24m,male,Kidney,Enpep,-11.242019653320312,5.947190584265627e-05,2.455325542882747e-08,0.00012884396710433066,9.855167237762623e-49
91,droplet,3m,24m,male,Kidney,Tmem25,-11.190948486328125,1.7930309695657343e-05,7.668670143345935e-09,6.060117812012322e-05,7.912950330855018e-14
92,droplet,3m,24m,male,Kidney,Ephb4,-11.189292907714844,5.240839163889177e-05,2.2442367964004006e-08,0.0001258306874660775,6.838643219203484e-39
93,droplet,3m,24m,male,Kidney,Cx3cl1,-11.186440467834473,4.381427788757719e-05,1.8799163115090778e-08,0.0001301278971368447,2.4374492591339797e-24
94,droplet,3m,24m,male,Kidney,Bsnd,-11.15141773223877,5.2531475375872105e-05,2.309348801077249e-08,0.0001453528821002692,5.308787428047343e-29
95,droplet,3m,24m,male,Kidney,Cgnl1,-11.14054012298584,0.0001812927221180871,8.030421128069065e-08,0.0002709466789383441,2.52197630465566e-112
96,droplet,3m,24m,male,Kidney,Pdzd3,-11.124189376831055,3.470161755103618e-05,1.554558970440212e-08,9.103149932343513e-05,7.4456557929531e-30
97,droplet,3m,24m,male,Kidney,Tspan12,-11.120118141174316,0.00011656946298899129,5.237057365548026e-08,0.00023112428607419133,6.378720496494913e-62
98,droplet,3m,24m,male,Kidney,Me1,-11.095080375671387,0.00015635741874575615,7.147604463852986e-08,0.00028133278829045594,1.6377933265433116e-76
99,droplet,3m,24m,male,Kidney,Apob,-11.08100414276123,3.556656156433746e-05,1.6417263992707376e-08,0.00013062849757261574,1.0153724080649115e-14
100,droplet,3m,24m,male,Kidney,Bgn,-11.071025848388672,0.00010044992814073339,4.669060871265174e-08,0.0004725376784335822,2.4459584241116827e-08
101,droplet,3m,24m,male,Kidney,Retnlg,11.055025100708008,4.621936966486828e-07,0.0009833750082179904,0.006370154209434986,4.299516657475568e-26
102,droplet,3m,24m,male,Kidney,Nlrp6,-11.029717445373535,2.789607060549315e-05,1.3342422278128652e-08,8.716741285752505e-05,9.592276359644787e-20
103,droplet,3m,24m,male,Kidney,Unc45b,-11.012067794799805,3.498250953271054e-05,1.6938013658318596e-08,0.00012755907664541155,6.3394030029997444e-15
104,droplet,3m,24m,male,Kidney,Cubn,-10.995096206665039,6.957056029932573e-05,3.408466042742475e-08,0.00014957503299228847,1.776274020383746e-50
105,droplet,3m,24m,male,Kidney,Ptprd,-10.973308563232422,5.8603585785022005e-05,2.9148365499054307e-08,0.0001255976385436952,1.1242056860551598e-49
106,droplet,3m,24m,male,Kidney,Sardh,-10.944576263427734,0.00015359696408268064,7.793477863060616e-08,0.0002509954501874745,4.07088338492162e-93
107,droplet,3m,24m,male,Kidney,Slc5a10,-10.918025016784668,4.401049227453768e-05,2.274490817910646e-08,0.00013508924166671932,1.0961352845399373e-22
108,droplet,3m,24m,male,Kidney,Abcc2,-10.91446304321289,3.623692100518383e-05,1.8773590682030772e-08,9.884226892609149e-05,5.887539690906055e-28
109,droplet,3m,24m,male,Kidney,Grrp1,-10.910998344421387,4.449633706826717e-05,2.3108281510531015e-08,0.0001520955702289939,6.675467051566959e-18
110,droplet,3m,24m,male,Kidney,E030010A14Rik,-10.906713485717773,0.0001879176707006991,9.7884836236517e-08,0.00037488469388335943,5.165515588310501e-62
111,droplet,3m,24m,male,Spleen,Ltf,10.87508773803711,1.9725173672213714e-07,0.00037046795478090644,0.001898223184980452,1.2065358808194607e-30
112,droplet,3m,24m,male,Kidney,Alas2,10.87343692779541,1.9196893674688909e-07,0.00036013382486999035,0.001316166133619845,4.0881422733248695e-89
113,droplet,3m,24m,male,Kidney,Nox4,-10.845157623291016,0.000126247585285455,6.86276493411242e-08,0.00027847697492688894,1.0212495096763517e-49
114,droplet,3m,24m,male,Kidney,Camp,10.836458206176758,1.3758908607997e-06,0.002515841042622924,0.011418786831200123,9.377266850194421e-57
115,droplet,3m,24m,male,Kidney,Dao,-10.78201961517334,0.000200329115614295,1.137702838605037e-07,0.00032640760764479637,2.0028119659306789e-94
116,droplet,3m,24m,male,Kidney,Cyp2j6,-10.770146369934082,3.9181224565254524e-05,2.243477048580189e-08,0.00010604110138956457,6.44098378118653e-29
117,droplet,3m,24m,male,Kidney,BC021785,-10.700507164001465,0.0001331218663835898,7.999635442956787e-08,0.00024657731410115957,1.2298271961331249e-71
118,droplet,3m,24m,male,Kidney,Sparcl1,-10.684663772583008,0.00010202119301538914,6.198390423151068e-08,0.000442460470367223,2.0748221368568818e-10
119,droplet,3m,24m,male,Kidney,Hoga1,-10.654170036315918,6.344270514091477e-05,3.936823844696846e-08,0.0001385204232065007,2.218659851864819e-48
120,droplet,3m,24m,male,Kidney,Uaca,-10.635530471801758,3.0766012059757486e-05,1.933904414386234e-08,8.42583758640103e-05,1.8703799416126362e-26
121,droplet,3m,24m,male,Kidney,Gypa,10.608328819274902,1.8181633265612618e-07,0.0002838313521351665,0.0011138609843328595,1.0622504544013215e-76
122,droplet,3m,24m,male,Kidney,Gm10768,-10.58925724029541,1.408254865964409e-05,9.140072698698987e-09,5.1525224989745766e-05,5.31956083087015e-10
123,droplet,3m,24m,male,Kidney,Krt7,-10.581871032714844,0.00013053706788923591,8.516637706179608e-08,0.00029414036544039845,1.4350653204185845e-47
124,droplet,3m,24m,male,Kidney,Sncg,-10.532353401184082,8.490486652590334e-05,5.7328506386511435e-08,0.0002791100414469838,1.8137775443216822e-20
125,droplet,3m,24m,male,Kidney,Aadac,-10.525677680969238,7.977711356943473e-05,5.41159792533108e-08,0.00016635879001114517,2.0315114160575757e-54
126,droplet,3m,24m,male,Kidney,Rnf208,-10.514293670654297,1.5133160559344105e-05,1.0345937440092712e-08,6.0102378483861685e-05,5.369360313161806e-09
127,droplet,3m,24m,male,Kidney,Pcolce,-10.485038757324219,0.00013202644186094403,9.211813534193425e-08,0.0003441216831561178,8.195973372155915e-35
128,droplet,3m,24m,male,Spleen,S100a8,10.462928771972656,1.0428659152239561e-05,0.014719190075993538,0.0549745112657547,8.489064494672428e-61
129,droplet,3m,24m,male,Kidney,Adra2b,-10.435145378112793,3.518404992064461e-05,2.541188592886101e-08,9.004200546769425e-05,1.9905118305911353e-31
130,droplet,3m,24m,male,Kidney,Bcar1,-10.411172866821289,4.656615783460438e-05,3.419656735559329e-08,0.00010442966595292091,1.5206569184804034e-43
131,droplet,3m,24m,male,Kidney,Slc12a3,-10.372557640075684,0.0005983377923257649,4.5133037929190323e-07,0.0021215188317000866,2.037356461334494e-17
132,droplet,3m,24m,male,Kidney,Phldb2,-10.372462272644043,0.00010031530837295577,7.567268056618559e-08,0.00015617662575095892,8.587802665207673e-100
133,droplet,3m,24m,male,Kidney,Cgref1,-10.361693382263184,9.4548289780505e-05,7.185666106579447e-08,0.0001848635874921456,6.666196067557e-63
134,droplet,3m,24m,male,Kidney,D630023F18Rik,-10.314567565917969,1.1731903214240447e-05,9.211429841116114e-09,5.192508615436964e-05,8.953666111963992e-06
135,droplet,3m,24m,male,Kidney,Fam171a1,-10.311559677124023,2.5982652005041018e-05,2.0444359094540232e-08,7.619941607117653e-05,8.528551931627897e-22
136,droplet,3m,24m,male,Kidney,Echdc2,-10.299875259399414,8.913339843275025e-05,7.070709528989028e-08,0.00016017687448766083,3.2766011091636803e-74
137,droplet,3m,24m,male,Kidney,Hgd,-10.294402122497559,0.00010241552081424743,8.155237196660892e-08,0.00019072268332820386,7.726227461540384e-70
138,droplet,3m,24m,male,Kidney,Arhgef15,-10.292800903320312,3.394160376046784e-05,2.705668755709212e-08,0.00011700952018145472,7.847808161547247e-17
139,droplet,3m,24m,male,Kidney,Guca2b,-10.258893966674805,0.0006980031612329185,5.696681455447106e-07,0.0010801152093335986,3.915494415420797e-106
140,droplet,3m,24m,male,Spleen,S100a9,10.257110595703125,9.096768735616934e-06,0.01113230548799038,0.041498176753520966,4.9677797006553156e-61
141,droplet,3m,24m,male,Kidney,Ushbp1,-10.245709419250488,6.594328442588449e-05,5.4312121022803694e-08,0.0001981696259463206,9.643351699253662e-25
142,droplet,3m,24m,male,Kidney,Rab17,-10.210123062133789,3.0762737878831103e-05,2.596897807904952e-08,8.328281546710059e-05,4.911581077947893e-27
143,droplet,3m,24m,male,Kidney,Tcf15,-10.185884475708008,2.2319596610032022e-05,1.916050074157738e-08,0.00010271077189827338,1.1966103410284554e-07
144,droplet,3m,24m,male,Spleen,Camp,10.182130813598633,2.382960246904986e-06,0.0027684944216161966,0.012451298534870148,7.842806888836988e-41
145,droplet,3m,24m,male,Kidney,Ak4,-10.180201530456543,8.106724999379367e-05,6.987038858596861e-08,0.00018132202967535704,3.6076093045650355e-47
146,droplet,3m,24m,male,Kidney,Osbpl6,-10.179080963134766,4.287999036023393e-05,3.698574246868702e-08,9.650993888499215e-05,2.0902009276744442e-42
147,droplet,3m,24m,male,Kidney,Marveld3,-10.122733116149902,1.276443617825862e-05,1.1447679248988152e-08,5.3896623285254464e-05,6.444088268346411e-07
148,droplet,3m,24m,male,Kidney,Amn,-10.098106384277344,0.00014237553114071488,1.2989696074328094e-07,0.00026397049077786505,1.2515243439774052e-71
149,droplet,3m,24m,male,Kidney,Gm11992,-10.087461471557617,1.3832093827659264e-05,1.2712335184517087e-08,5.408040669863112e-05,1.1386654673142746e-08
150,droplet,3m,24m,male,Kidney,Tspan18,-10.086206436157227,1.6522342775715515e-05,1.5198210689959524e-08,6.981038313824683e-05,2.6433628334103773e-08
151,droplet,3m,24m,male,Kidney,Sema4g,-10.085952758789062,1.3817636499879882e-05,1.2712335184517087e-08,5.515509474207647e-05,2.6083274706996333e-08
152,droplet,3m,24m,male,Kidney,Ildr2,-10.061139106750488,3.05188077618368e-05,2.856588032784657e-08,8.654421253595501e-05,1.2371869331030699e-24
153,droplet,3m,24m,male,Kidney,Serpinh1,-10.051558494567871,0.00019285547023173422,1.8172265470184357e-07,0.00037919674650765955,6.744759273818837e-64
154,droplet,3m,24m,male,Kidney,Pllp,-10.048358917236328,2.5516779714962468e-05,2.4096308948173828e-08,6.989864050410688e-05,1.4469207979320903e-24
155,droplet,3m,24m,male,Kidney,1700016C15Rik,-10.039444923400879,5.879341551917605e-05,5.586591456108181e-08,0.00014067078882362694,9.348754748423207e-40
156,droplet,3m,24m,male,Kidney,Gsta3,-10.011192321777344,4.930434442940168e-05,4.777569984071306e-08,0.00011522193381097168,1.3736581900776227e-40
157,droplet,3m,24m,male,Kidney,Col18a1,-10.004363059997559,9.472182136960328e-05,9.22214766774232e-08,0.00020656935521401465,3.1858433831604856e-50
158,droplet,3m,24m,male,Kidney,Cwh43,-9.991131782531738,2.6547042580205016e-05,2.608369165102431e-08,0.00010923979425569996,1.331744637963584e-10
159,droplet,3m,24m,male,Kidney,Me3,-9.969222068786621,3.462095628492534e-05,3.453756391991192e-08,0.00010378786100773141,8.681104723244306e-23
160,droplet,3m,24m,male,Kidney,Prr15l,-9.966355323791504,7.984530384419486e-05,7.98126933432286e-08,0.0001458633050788194,5.719806822837517e-71
161,droplet,3m,24m,male,Kidney,Aif1l,-9.957504272460938,0.00019296871323604137,1.9407836759910424e-07,0.0003578157047741115,3.4930227660761183e-72
162,droplet,3m,24m,male,Kidney,Bdh2,-9.943655967712402,0.0001815385912777856,1.8434354842611356e-07,0.0002838333894032985,2.436954248385732e-102
163,droplet,3m,24m,male,Spleen,Kel,9.937524795532227,2.3201732091138183e-08,2.2752659788238816e-05,0.0001221552083734423,7.35911737056317e-21
164,droplet,3m,24m,male,Spleen,Ngp,9.9345064163208,2.3015597889752826e-06,0.002252198988571763,0.010506934486329556,1.0872085599774117e-37
165,droplet,3m,24m,male,Kidney,Chst8,-9.92306137084961,1.3287394722283352e-05,1.3685767186188968e-08,5.9004436479881406e-05,2.1220887673645363e-06
166,droplet,3m,24m,male,Kidney,Clrn3,-9.905298233032227,1.407701893185731e-05,1.4678755100305807e-08,5.39019274583552e-05,3.687679527365371e-09
167,droplet,3m,24m,male,Kidney,AI317395,-9.90394401550293,6.69104338157922e-05,6.983986367004036e-08,0.00013208991731517017,1.6041731513956354e-59
168,droplet,3m,24m,male,Kidney,Mlxipl,-9.890342712402344,2.847846735676285e-05,3.000630499627732e-08,9.64118808042258e-05,8.617029227800493e-17
169,droplet,3m,24m,male,Kidney,Mal2,-9.88668441772461,4.033840377815068e-05,4.261082153789175e-08,0.00011651161185000092,2.0337674770582403e-25
170,droplet,3m,24m,male,Kidney,Gpc3,-9.866403579711914,1.7616026525502093e-05,1.8871283202770428e-08,8.155247633112594e-05,6.938940234814618e-07
171,droplet,3m,24m,male,Kidney,Tm4sf1,-9.86587905883789,0.0006052361568436027,6.486324650722963e-07,0.001452394644729793,4.2581378839011664e-42
172,droplet,3m,24m,male,Kidney,Aldh8a1,-9.846766471862793,9.401134593645111e-05,1.0209487300016917e-07,0.00018423749133944511,1.5711166056429538e-62
173,droplet,3m,24m,male,Spleen,Lcn2,9.84344482421875,1.2371792763588019e-06,0.001136593520641327,0.004804368596524,1.1828503355212937e-46
174,droplet,3m,24m,male,Kidney,Kcnj1,-9.829360961914062,0.00027385647990740836,3.0101566039775207e-07,0.000533130019903183,1.631091390358041e-65
175,droplet,3m,24m,male,Kidney,Gldc,-9.77724838256836,4.9479251174489036e-05,5.638589684053841e-08,0.00013775464321952313,2.3362416865069415e-28
176,droplet,3m,24m,male,Kidney,Eps8l2,-9.750839233398438,0.00010444829968037084,1.2122791304136626e-07,0.00017732610285747796,3.1759127651719357e-84
177,droplet,3m,24m,male,Kidney,Dsp,-9.744718551635742,2.575260259618517e-05,3.001608561703506e-08,9.202857472700998e-05,1.6585799753923563e-14
178,droplet,3m,24m,male,Kidney,Acox2,-9.740621566772461,1.4045798707229551e-05,1.6417263992707376e-08,5.294497896102257e-05,2.022139786906133e-09
