,dataset,start_age,end_age,sex,tissue,subtissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
34,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Fgf13,-11.203235626220703,2.2107456970843486e-05,9.375241027953507e-09,7.429398101521656e-05,5.418277771090598e-06
35,facs,3m,24m,male,BAT,Fat,Apoa4,11.142901420593262,3.886870558744704e-08,8.789391722530127e-05,0.0003686060954350978,7.368145529169336e-07
36,facs,3m,24m,male,Liver,Hepatocytes,Axl,11.138431549072266,7.773434873570295e-08,0.00017523493443150073,0.0004169035528320819,6.536993234167786e-07
37,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Sorcs1,-11.136197090148926,1.5457804693141952e-05,6.866812896078045e-09,5.2957970183342695e-05,7.411093542411747e-08
38,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Cyp2j6,-10.973533630371094,8.343899389728904e-05,4.14950172000772e-08,0.00020478610531426966,7.725874215357505e-16
39,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Cdr2,-10.963790893554688,2.778780799417291e-05,1.3912114127379027e-08,9.11125389393419e-05,8.785699085163708e-07
40,facs,3m,24m,male,BAT,Fat,Actc1,10.94880199432373,4.3765123081129786e-08,8.650794188724831e-05,0.00033566312049515545,1.3678675864691728e-08
41,facs,3m,24m,male,BAT,Fat,Tnnt2,10.8895902633667,6.658297735384622e-08,0.00012631737627089024,0.0004478378687053919,4.901733886783196e-11
42,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Gm16515,-10.776359558105469,2.3988139219000004e-05,1.3675942156510246e-08,8.949841867433861e-05,1.1443646987730904e-07
43,facs,3m,24m,male,Heart,LA,Cd19,10.740761756896973,7.790637113203047e-08,0.00013331220543477684,0.0006398672703653574,5.739736164858918e-06
44,facs,3m,24m,male,Liver,Hepatocytes,Clec4f,10.617603302001953,1.055603433997021e-06,0.0016585109988227487,0.003839162178337574,1.6378934891661141e-07
45,facs,3m,24m,male,BAT,Fat,Fabp2,10.616621971130371,1.1967286184244585e-07,0.0001878975162981078,0.0006716116913594306,7.861214287180333e-11
46,facs,3m,24m,male,Liver,Hepatocytes,Lgals3,10.576916694641113,7.126383394506774e-08,0.0001088539938791655,0.0002613512915559113,1.0802557889281192e-06
47,facs,3m,24m,male,SCAT,Fat,Car6,10.510029792785645,5.2385331628101994e-08,7.639276009285823e-05,0.0003676977357827127,8.982013839748307e-06
48,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Gca,-10.50550365447998,2.5928206014214084e-05,1.78351360347051e-08,8.039559907047078e-05,2.430704292225579e-12
49,facs,3m,24m,male,Liver,Hepatocytes,Slc11a1,10.505204200744629,1.1094056873162117e-07,0.00016124112880788743,0.00040493288543075323,7.80091877603738e-06
50,facs,3m,24m,male,BAT,Fat,Krt23,10.481549263000488,6.789036888221744e-08,9.706780838314444e-05,0.00040496859583072364,5.661564771393473e-07
51,facs,3m,24m,male,SCAT,Fat,Apoa1,10.366509437561035,1.2066301735558227e-07,0.0001592971821082756,0.0007681740098632872,8.638688901365386e-06
52,facs,3m,24m,male,BAT,Fat,Wfdc2,10.10728645324707,2.074867495593935e-07,0.0002288699324708432,0.0008276984444819391,1.6855306987755473e-10
53,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Cry1,-10.087902069091797,1.7484431737102568e-05,1.6064362284851086e-08,5.5901917221490294e-05,2.651056575664133e-06
54,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Slc9a9,-10.015359878540039,4.0874117985367775e-05,3.949240223732886e-08,0.00012041878653690219,3.6011871941204084e-15
55,facs,3m,24m,male,BAT,Fat,Krt19,9.997464179992676,1.8499819987027877e-07,0.00018910654762294143,0.0006655729375779629,2.8529410403378506e-11
56,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Zfp146,-9.99718952178955,2.1821168047608808e-05,2.1350285095422805e-08,8.463889389531687e-05,1.0320018371861093e-06
57,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Nlgn3,-9.919126510620117,3.777078018174507e-05,3.901129019823202e-08,0.00011907243606401607,8.869586178443663e-13
58,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,4833424O15Rik,-9.905534744262695,2.2100226487964392e-05,2.304171253797449e-08,8.326253737322986e-05,2.7336905761756626e-07
59,facs,3m,24m,male,BAT,Fat,Pla2g1b,9.874733924865723,3.6101770461982596e-08,3.3894677471835166e-05,0.00013424520147964358,1.1920433599542721e-07
60,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Sbk1,-9.843436241149902,1.957497988769319e-05,2.130646414855164e-08,6.635838508373126e-05,4.3098989102579415e-09
61,facs,3m,24m,male,BAT,Fat,Tnni3,9.787363052368164,1.2270668037217547e-07,0.00010843299969565123,0.0004362789914011955,9.220303206995111e-08
62,facs,3m,24m,male,BAT,Fat,Oaz3,9.671533584594727,1.0452171750330308e-07,8.523785072611645e-05,0.0003775513614527881,9.044312363328966e-06
63,facs,3m,24m,male,BAT,Fat,Myh6,9.65658950805664,5.070024755582381e-08,4.092058225069195e-05,0.00017954103532247245,9.256221171099836e-06
64,facs,3m,24m,male,BAT,Fat,Gsta4,9.654804229736328,5.958534075034549e-07,0.0004803145711775869,0.0017121249111369252,6.477417360768786e-11
65,facs,3m,24m,male,Liver,Hepatocytes,Cd5l,9.630855560302734,1.2556236015370814e-06,0.0009954884881153703,0.002209437545388937,1.822404137233957e-08
66,facs,3m,24m,male,BAT,Fat,Krt7,9.604046821594238,4.850217010243796e-07,0.00037745770532637835,0.0012872214429080486,3.0089423542001704e-12
67,facs,3m,24m,male,BAT,Fat,Mb,9.581130027770996,6.833047905274725e-08,5.233936826698482e-05,0.000218921311898157,8.877278737318631e-07
68,facs,3m,24m,male,BAT,Fat,Fxyd3,9.545890808105469,5.5997904979676605e-08,4.185806028544903e-05,0.000161698495503515,2.2062360456425776e-08
69,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Arvcf,-9.525239944458008,2.8024585844832473e-05,3.803163295401646e-08,0.00011087188613601029,9.840348139937892e-07
70,facs,3m,24m,male,BAT,Fat,Krt18,9.523700714111328,4.847335048907553e-07,0.00035679881693795323,0.0011845242697745562,4.089292248985627e-13
71,facs,3m,24m,male,BAT,Fat,Igfbp2,9.518767356872559,3.9917438243719516e-07,0.00029281829483807087,0.0010574086336418986,1.557797213434349e-10
72,facs,3m,24m,male,BAT,Fat,Acta1,9.497871398925781,1.3931369835518126e-07,0.00010072591248899698,0.00040557238389737904,9.880826472469386e-08
73,facs,3m,24m,male,Liver,Hepatocytes,Lyz2,9.497199058532715,5.129031706019305e-06,0.003706612391397357,0.008114862255752087,8.501280409789924e-09
74,facs,3m,24m,male,Heart,LA,Cd79a,9.447903633117676,5.833313707626075e-07,0.0004073975724168122,0.0016760412836447358,2.0954692572033847e-09
75,facs,3m,24m,male,Large_Intestine,Proximal,Rps4y2,-9.362407684326172,3.2737996662035584e-05,4.973681555497933e-08,8.318154141306877e-05,1.3076271551637368e-32
76,facs,3m,24m,male,BAT,Fat,Clps,9.349535942077637,2.1032589359037956e-07,0.00013720996503252536,0.00047387101221829653,8.513696532316148e-12
77,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Stard7,-9.132587432861328,8.917496597860008e-05,1.5887570725681144e-07,0.0001956882479134947,1.3378558675511949e-20
78,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Agmo,-9.080904960632324,2.6835379685508087e-05,4.955347776558483e-08,9.283088729716837e-05,9.937265039668874e-06
79,facs,3m,24m,male,SCAT,Fat,Cryaa,8.971229553222656,4.772104489347839e-07,0.00023950800823513418,0.0011532893404364586,8.405731114654473e-06
80,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Lrrc61,-8.919867515563965,1.761094608809799e-05,3.635994261230735e-08,6.945247150724754e-05,6.690800354052587e-06
81,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Cdkal1,-8.916960716247559,1.94106742128497e-05,4.015662469214476e-08,7.248087058542296e-05,4.1136071879069267e-07
82,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Hs2st1,-8.8624906539917,2.7279455025563948e-05,5.860744778374283e-08,9.39181336434558e-05,1.0933952043789625e-09
83,facs,3m,24m,male,BAT,Fat,Elf3,8.77323055267334,2.2902979424088699e-07,0.00010020734771387652,0.0004429239488672465,8.353112625775676e-06
84,facs,3m,24m,male,BAT,Fat,Tnp2,8.76394271850586,1.500489901218316e-07,6.522970943478867e-05,0.00023839437926653773,5.568636404128088e-10
85,facs,3m,24m,male,GAT,Fat,Crispld1,-8.65281867980957,3.994962389697321e-05,9.925452815195968e-08,0.000174574859556742,2.242500623862801e-06
86,facs,3m,24m,male,BAT,Fat,Ctrb1,8.627448081970215,5.805949854220671e-07,0.0002296120801474899,0.0008349805139005184,2.668935730041018e-10
87,facs,3m,24m,male,BAT,Fat,Try4,8.562520980834961,4.5643443513654347e-07,0.0001725659385556355,0.0005883651319891214,3.5157711016097035e-12
88,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Lrrtm2,-8.550474166870117,2.1095915144542232e-05,5.626542787240396e-08,8.560228161513805e-05,8.137302228103714e-06
89,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Mars,-8.521659851074219,5.7634664699435234e-05,1.568215424185837e-07,0.0001558288058731705,3.3397855781023915e-12
90,facs,3m,24m,male,BAT,Fat,Krt15,8.480878829956055,1.942192511705798e-06,0.0006938912556506693,0.0022924491204321384,3.0926467947096287e-13
91,facs,3m,24m,male,Liver,Hepatocytes,Mup15,-8.4717435836792,4.070740033057518e-05,1.1466228500012221e-07,6.185849633766338e-05,4.137934797836347e-12
92,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Ccdc13,-8.382830619812012,3.0407620215555653e-05,9.109491116987556e-08,9.474300168221816e-05,1.3479907955429625e-12
93,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Arc,-8.375276565551758,6.377265526680276e-05,1.9205377554953884e-07,0.00017004026449285448,1.0694223551014075e-12
94,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Soat1,-8.374743461608887,2.8356686016195454e-05,8.54282262707784e-08,0.00011362924851709977,1.8184858681700988e-06
95,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Unc5c,-8.319985389709473,2.0063380361534655e-05,6.278154529582025e-08,6.443646270781755e-05,1.5442596962321532e-06
96,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Gfra1,-8.289375305175781,4.582219844451174e-05,1.4646107615590154e-07,0.00012507285282481462,3.1211096259244915e-18
97,facs,3m,24m,male,Liver,Hepatocytes,Dmpk,8.258296966552734,1.9656691563341155e-07,6.018770727678202e-05,0.00014484427811112255,1.6833566813496598e-06
98,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Col9a3,-8.147055625915527,4.98049812449608e-05,1.756961154342207e-07,0.00015900839935056865,9.653021952847334e-08
99,facs,3m,24m,male,BAT,Fat,Foxq1,8.13361644744873,6.110913659540529e-07,0.0001716205442789942,0.0007019427721388638,2.2639711354776482e-07
100,facs,3m,24m,male,BAT,Fat,Pnlip,8.130106925964355,1.1056209814341855e-06,0.0003097509907092899,0.0011026604333892465,7.054080934720363e-11
101,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Sox21,-8.128090858459473,1.932802115334198e-05,6.908470595590188e-08,7.765355258015916e-05,8.682910799606873e-06
102,facs,3m,24m,male,BAT,Fat,Krt8,8.097217559814453,1.4616176713388995e-06,0.00040025761700235307,0.0011992501094937325,8.208331948601536e-17
103,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Hccs,-8.074925422668457,4.1489798604743555e-05,1.5386633833713859e-07,9.773234341992065e-05,8.687585396489023e-25
104,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Slc29a3,-8.038474082946777,4.115666160942055e-05,1.5653645846214204e-07,0.00012304363190196455,1.4878586150493255e-14
105,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Creg2,-8.013435363769531,2.4864537408575416e-05,9.622576868650867e-08,9.558244346408173e-05,4.6141811929378297e-07
106,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Ttc39c,-8.00083065032959,2.060214137600269e-05,8.042981392009096e-08,6.644086533924565e-05,1.661267191955267e-06
107,facs,3m,24m,male,BAT,Fat,Reg3g,7.9725165367126465,1.0111499193499185e-07,2.5397232093382627e-05,0.0001050629434757866,2.257089921922664e-06
108,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Pdia4,-7.971927165985107,0.0001022241631289944,4.071583532549994e-07,0.00018886712496168911,3.750857931202775e-45
109,facs,3m,24m,male,Liver,Hepatocytes,Rac2,7.969148635864258,7.961197070471826e-07,0.00019949485431425273,0.0004516056797001511,6.417763407280411e-08
110,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Pgap2,-7.9428534507751465,4.2167761421296746e-05,1.7137243446541106e-07,0.00010022096830653027,3.813300829865788e-16
111,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Ddhd1,-7.9049973487854,2.164644502045121e-05,9.031096936951144e-08,5.849905573995784e-05,2.3299342173186926e-15
112,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Sec16a,-7.7846808433532715,1.9263296053395607e-05,8.735811007909433e-08,7.302324229385704e-05,9.225880472238053e-07
113,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Phkb,-7.7443976402282715,2.182013304263819e-05,1.0175534015388621e-07,8.549603808205575e-05,1.8893443871678394e-06
114,facs,3m,24m,male,Liver,Hepatocytes,Scn1b,7.727546215057373,1.7022335896399454e-07,3.607820690376684e-05,8.905379945645109e-05,8.839601154338592e-06
115,facs,3m,24m,male,BAT,Fat,Myl2,7.715734958648682,2.410960178167443e-07,5.068267273600213e-05,0.00018919944704975933,3.1232582687499198e-09
116,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Gpr98,-7.703754901885986,1.5556657672277652e-05,7.461895989990808e-08,6.02478176006116e-05,9.309653759180997e-06
117,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Mier3,-7.685423374176025,3.1862604373600334e-05,1.5478735804208554e-07,0.00010467699758009985,3.946606387205929e-11
118,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Mdga2,-7.6736860275268555,3.444047979428433e-05,1.6867741692294658e-07,0.00011013767652912065,4.759564989489492e-12
119,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Spata2,-7.644077777862549,2.4336761271115392e-05,1.216641152268494e-07,7.568195724161342e-05,1.63773750780006e-07
120,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Kat2a,-7.641500949859619,1.6141026208060794e-05,8.083600988584294e-08,5.945727389189415e-05,1.0992076487860311e-06
121,facs,3m,24m,male,BAT,Fat,Try5,7.63301420211792,4.418769776748377e-07,8.77139245858416e-05,0.0003314926289021969,3.984188706064034e-09
122,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Dner,-7.6180644035339355,0.00011250840907450765,5.72688350075623e-07,0.0002946716849692166,5.920802967182649e-21
123,facs,3m,24m,male,Marrow,T-cells,Rag1,-7.617067337036133,8.701858314452693e-05,4.432464777437417e-07,0.00032439472852274776,2.914644086917996e-07
124,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Heatr3,-7.6099324226379395,3.587258470361121e-05,1.836294956092388e-07,0.00010852151899598539,7.699110791262262e-14
125,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,9330182L06Rik,-7.608890056610107,3.614958404796198e-05,1.8518115041388228e-07,9.394043445354328e-05,1.7395277442299417e-19
126,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Kif13a,-7.586123466491699,7.68399695516564e-05,3.9988520939004957e-07,0.00016741358558647335,3.5653078125353185e-31
127,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Kctd20,-7.583693981170654,2.71886310656555e-05,1.417310500073654e-07,8.201445598388091e-05,2.3690302594596353e-08
128,facs,3m,24m,male,BAT,Fat,Krt5,7.563215255737305,9.669817018220783e-07,0.00018288299906998873,0.0007853546994738281,2.4961674085209814e-06
129,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Hhip,-7.545855522155762,5.337951733963564e-05,2.8565656862156175e-07,0.00010946179827442393,5.301121893071379e-23
130,facs,3m,24m,male,Liver,Hepatocytes,Lrrc25,7.541927814483643,5.91238688230078e-07,0.0001101818706956692,0.00026166197494603693,8.292529581624183e-07
131,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Tmem144,-7.538700103759766,5.296537347021513e-05,2.848496762908326e-07,0.00012770913599524647,6.712492474789644e-16
132,facs,3m,24m,male,BAT,Fat,Kcnk1,7.532110691070557,3.5722274560612277e-07,6.611979915760458e-05,0.0002547863114159554,1.4682177511486097e-08
133,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Neu4,-7.5265374183654785,0.00013714475790038705,7.43815292025829e-07,0.0004900827188976109,1.101066638275718e-09
134,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,A230046K03Rik,-7.512090682983398,3.860672950395383e-05,2.1149315898583154e-07,8.7037289631553e-05,6.5295963606374124e-18
135,facs,3m,24m,male,BAT,Fat,Fhl4,7.4915618896484375,4.6595818048444926e-07,8.38557243696414e-05,0.00036425102734938264,4.805847162659286e-06
136,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Gpld1,-7.487491607666016,5.6267766922246665e-05,3.1354423413176846e-07,0.00019139796495437622,8.346024499813088e-11
137,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Otud1,-7.47450065612793,1.7591710275155492e-05,9.891333263567503e-08,6.777111411793157e-05,3.3125311137804428e-06
138,facs,3m,24m,male,Liver,Hepatocytes,Saa2,-7.4563727378845215,0.004133363254368305,2.3534867068519816e-05,0.004307003226131201,4.727738637495731e-31
139,facs,3m,24m,male,BAT,Fat,Cpb1,7.443154335021973,3.947733944187348e-07,6.870077777421102e-05,0.000272781471721828,7.089666740547033e-08
140,facs,3m,24m,male,BAT,Fat,Cryba1,7.437232494354248,8.056076694629155e-07,0.00013962210505269468,0.0005930974730290473,1.6241523516512871e-06
141,facs,3m,24m,male,BAT,Fat,Cpa1,7.4332756996154785,3.8817324821138754e-07,6.709121953463182e-05,0.0002951699716504663,8.97640683480316e-06
142,facs,3m,24m,male,Heart,LA,H2-DMb2,7.433123588562012,7.091055067576235e-07,0.0001225475425599143,0.0005546038737520576,4.986779357010327e-07
143,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Mob3a,-7.419376850128174,3.215226388419978e-05,1.8782539257244935e-07,0.00010382135951658711,3.916765855031866e-07
144,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Csmd3,-7.387829780578613,2.0980853150831535e-05,1.2527412707186159e-07,7.491049473173916e-05,4.2623372812011004e-08
145,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Lrrn1,-7.37653923034668,0.00020521620172075927,1.2349566986813443e-06,0.0003065956989303231,2.1759430190743093e-71
146,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Lrrc1,-7.368346214294434,3.212755837012082e-05,1.9443852750100632e-07,8.865790005074814e-05,8.70882155763893e-11
147,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Gm410,-7.303250789642334,1.5529749362030998e-05,9.832466929537986e-08,5.596929622697644e-05,7.395006812010094e-07
148,facs,3m,24m,male,Bladder,nan,Myh11,-7.2775654792785645,2.8796390324714594e-05,1.8559670422746422e-07,9.609210974304006e-05,1.8770988198659085e-13
149,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Map6d1,-7.276644706726074,0.0001347586076008156,8.690959134582954e-07,0.00024292034504469484,1.8257852451199117e-47
150,facs,3m,24m,male,Liver,Hepatocytes,Cd97,7.2421369552612305,9.401384772900201e-07,0.0001423288049409166,0.0003403403388801962,1.1704043329459805e-06
151,facs,3m,24m,male,BAT,Fat,Reg3b,7.231576919555664,3.156937395942805e-07,4.744483521790244e-05,0.00019285058078821748,3.3045460502810003e-07
152,facs,3m,24m,male,BAT,Fat,Acaa1b,7.226546287536621,5.720044100598898e-07,8.566578617319465e-05,0.00031926989322528243,2.0231280339465456e-09
153,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Atg4c,-7.186007976531982,3.2477131753694266e-05,2.2303439095594513e-07,7.859674951760098e-05,5.3361934271916945e-22
154,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Tmem229a,-7.168409824371338,0.00020069601305294782,1.395185677210975e-06,0.00030642852652817965,6.220987819896614e-68
155,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,1810026J23Rik,-7.157840728759766,5.73113611608278e-05,4.013422199022898e-07,0.00014889049634803087,1.3782375008875496e-20
156,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,Sec23a,-7.152738094329834,1.9848781448672526e-05,1.394896713691196e-07,6.319882959360257e-05,1.4230624762459655e-06
157,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Ctns,-7.1046929359436035,2.521735950722359e-05,1.8321945560728636e-07,8.588761556893587e-05,1.3732687061994333e-09
158,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,Dnaja4,-7.055692672729492,2.268021307827439e-05,1.7047845801698713e-07,8.810901636024937e-05,1.29042351145433e-06
159,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,Ttc30b,-7.053004264831543,2.420837881800253e-05,1.8230456078072166e-07,0.0001054311724146828,4.332055983408885e-06
160,facs,3m,24m,male,SCAT,Fat,Try4,7.03328800201416,1.0894021897911443e-06,0.00014269849634729326,0.0006826927419751883,8.50505208028029e-06
