,Dataset,Start age,End age,Sex,Tissue,Subtissue,Cell type,Gene,dExpression,Confidence,Expression at start age,Expression at end age,Max expression std. dev
28,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Copz1,0.0,low,7.84972871770151e-05,7.026782259345055e-05,0.00013657580711878836
29,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Spt1,0.0,low,0.0,3.1932966066960944e-06,2.8202424800838344e-05
30,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Cluap1,0.0,low,1.1421977433201391e-05,8.171689842129126e-06,4.7895860916469246e-05
31,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Mefv,0.0,low,0.0,0.0,0.0
32,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Zfp263,0.0,low,7.180083775892854e-05,1.7902779291034676e-05,0.00014375253522302955
33,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Zfp174,0.0,low,6.681589184154291e-06,0.0,4.008953328593634e-05
34,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Zfp597,0.0,low,0.0,2.6115592390851816e-06,2.3064669221639633e-05
35,droplet,3m,18m,male,Kidney,nan,podocyte,Erdr1,0.0,low,8.062773122219369e-05,6.0892947658430785e-05,0.0001081999289453961
36,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Gm5643,0.0,low,6.3848401623545215e-06,0.0,3.830904097412713e-05
37,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Nfe2,0.0,low,0.0,3.1932966066960944e-06,2.8202424800838344e-05
38,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Calcoco1,0.0,low,5.838153447257355e-05,2.2515036107506603e-05,0.0001258404372492805
39,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Myg1,0.0,low,4.992626418243162e-05,2.161183874704875e-05,0.00010739130084402859
40,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Aaas,0.0,low,5.146044713910669e-06,2.92743470708956e-06,3.087627192144282e-05
41,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Sp7,0.0,low,0.0,0.0,0.0
42,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Sp1,0.0,low,4.97775872645434e-05,2.924710133811459e-05,0.00012839063128922135
43,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Amhr2,0.0,low,5.943924861639971e-06,0.0,3.566356099327095e-05
44,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Prr13,0.0,low,0.0001153735865955241,9.922772733261809e-05,0.00015631092537660152
45,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Pcbp2,0.0,low,0.00018716987688094378,0.0002220283349743113,0.00026269652880728245
46,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Map3k12,0.0,low,6.157900770631386e-06,9.789495379664004e-06,4.25701291533187e-05
47,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Tarbp2,0.0,low,3.256804484408349e-05,3.0272021831478924e-05,0.00011809681745944545
48,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Npff,0.0,low,1.4267007827584166e-05,2.0919233065797016e-06,5.987121403450146e-05
49,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Atf7,0.0,low,1.6300782590406016e-05,2.8787480914616026e-05,9.09849040908739e-05
50,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Atp5g2,0.0,low,0.00025719410041347146,0.0002042257401626557,0.00023836185573600233
51,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Mir688,0.0,low,0.0,0.0,0.0
52,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc13,0.0,low,0.0,0.0,0.0
53,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Adcy9,0.0,low,5.943924861639971e-06,2.1497622583410703e-05,6.996627780608833e-05
54,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc12,0.0,low,0.0,0.0,0.0
55,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hotair,0.0,low,0.0,0.0,0.0
56,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc11,0.0,low,0.0,0.0,0.0
57,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc10,0.0,low,0.0,0.0,0.0
58,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc9,0.0,low,0.0,0.0,0.0
59,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc8,0.0,low,0.0,0.0,0.0
60,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc6,0.0,low,0.0,0.0,0.0
61,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc5,0.0,low,0.0,0.0,0.0
62,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hoxc4,0.0,low,0.0,0.0,0.0
63,droplet,3m,18m,female,Lung,nan,fibroblast of lung,D930007P13Rik,0.0,low,0.0,0.0,0.0
64,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Smug1,0.0,low,6.157900770631386e-06,1.299978066526819e-05,5.088534817332402e-05
65,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Cbx5,0.0,low,0.0001237804681295529,0.00012429372873157263,0.00020128779578953981
66,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Hnrnpa1,0.0,low,0.0,0.0,0.0
67,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Gm5766,0.0,low,6.257704626477789e-06,0.0,3.754621866391972e-05
68,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Pam16,0.0,low,7.567479042336345e-05,0.00010715159442042932,0.0001617619564058259
69,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Srl,0.0,low,0.0,0.0,0.0
70,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Clec16a,0.0,low,0.0,1.067287303158082e-05,4.8008569137891755e-05
71,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Pmm2,0.0,low,5.7321371969010215e-06,2.6528532544034533e-05,8.49378266138956e-05
72,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Carhsp1,0.0,low,6.37614430161193e-05,3.0244140361901373e-05,0.00011543209257069975
73,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Usp7,0.0,low,1.3330401088751387e-05,2.4928451239247806e-05,7.29776147636585e-05
74,droplet,3m,18m,female,Lung,nan,fibroblast of lung,1810013L24Rik,0.0,low,1.9895196601282805e-05,2.900027175201103e-05,8.162415178958327e-05
75,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Grin2a,0.0,low,0.0,0.0,0.0
76,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Rpl39l,0.0,low,6.157900770631386e-06,0.0,3.694738552439958e-05
77,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Atf7ip2,0.0,low,0.0,0.0,0.0
78,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Emp2,0.0,low,0.0003523901687003672,0.00047012363211251795,0.00047655237722210586
79,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Tekt5,0.0,low,0.0,0.0,0.0
80,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Nubp1,0.0,low,5.65968184673693e-05,1.2677758604695555e-05,0.00015103032637853175
81,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Fam18a,0.0,low,0.0,0.0,0.0
82,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Ciita,0.0,low,0.0,2.1586336060863687e-06,1.9064533262280747e-05
83,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Dexi,0.0,low,6.315420614555478e-05,4.147793515585363e-05,0.00010521848889766261
84,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Socs1,0.0,low,4.793402331415564e-05,2.3652206436963752e-05,9.985169162973762e-05
85,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Tfap4,0.0,low,1.305078694713302e-05,2.7227849841438e-06,5.556081669055857e-05
86,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Tnp2,0.0,low,0.0,0.0,0.0
87,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Prm3,0.0,low,0.0,0.0,0.0
88,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Prm2,0.0,low,0.0,0.0,0.0
89,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Prm1,0.0,low,0.0,0.0,0.0
90,droplet,3m,18m,female,Lung,nan,fibroblast of lung,A630055G03Rik,0.0,low,0.0,0.0,0.0
91,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Litaf,0.0,low,0.0001989212614716962,0.00014191903756000102,0.00026389057165943086
92,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Gm4262,0.0,low,5.441318080556812e-06,1.228834776156873e-06,3.264790939283557e-05
93,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Snn,0.0,low,8.383072781725787e-06,6.178017883939901e-06,5.029841486248188e-05
94,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Txndc11,0.0,low,4.676040407503024e-05,4.188125967630185e-05,0.00010198788368143141
95,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Zc3h7a,0.0,low,6.09540529694641e-06,4.5161981688579544e-05,0.00011628070205915719
96,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Rsl1d1,0.0,low,7.15897767804563e-05,7.395461580017582e-05,0.00014164923049975187
97,droplet,3m,18m,female,Lung,nan,fibroblast of lung,2610020C07Rik,0.0,low,0.0,3.4192944440292194e-06,3.0198372769518755e-05
98,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Gspt1,0.0,low,4.197323141852394e-05,5.9829995734617114e-05,0.0001321513409493491
99,droplet,3m,18m,female,Lung,nan,fibroblast of lung,Tmem186,0.0,low,1.6856762158568017e-05,9.86142003966961e-06,5.693955245078541e-05
