,Dataset,Start age,End age,Sex,Tissue,Subtissue,Cell type,Gene,dExpression,Confidence,Expression at start age,Expression at end age,Max expression std. dev
30,facs,18m,24m,male,Heart,RV,atrial myocyte,Alas2,21.94597625732422,low,0.053562868386507034,0.002440669108182192,0.010063135996460915
31,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Cln6,21.32185173034668,low,0.00011239184095757082,5.271203463053098e-06,2.1062945961602964e-05
32,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Dcun1d1,21.308225631713867,low,0.00012570040416903794,5.899148163734935e-06,2.9196555260568857e-05
33,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tor2a,19.926633834838867,low,0.00010503736120881513,5.271203463053098e-06,1.9291215721750632e-05
34,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Slc25a17,18.871946334838867,low,0.0001553811744088307,8.233446351368912e-06,2.1783651391160674e-05
35,facs,18m,24m,male,Heart,RV,atrial myocyte,Bnip3l,18.81737518310547,low,0.005020080134272575,0.0002667789813131094,0.001106241368688643
36,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Ivd,18.57482147216797,low,0.00014560078852809966,7.838609235477634e-06,2.5982666556956246e-05
37,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Wtap,17.173974990844727,low,5.093126674182713e-05,2.9656064270966453e-06,7.9000992627698e-06
38,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Vars,16.99113655090332,low,4.9504684284329414e-05,2.913558319050935e-06,6.34403113508597e-06
39,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Uck1,14.864582061767578,low,9.54631541389972e-05,6.422188107535476e-06,1.3529455827665515e-05
40,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Hnrnpa0,14.76175308227539,low,0.0001230217021657154,8.333812729688361e-06,1.9160088413627818e-05
41,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Dctpp1,14.55709171295166,low,8.785656973486766e-05,6.035309525032062e-06,1.7219541405211203e-05
42,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Magoh,13.537368774414062,low,5.3204897994874045e-05,3.930223556380952e-06,9.926394341164269e-06
43,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,4930523C07Rik,12.237147331237793,low,6.0598958953050897e-05,4.952048584527802e-06,8.57719987834571e-06
44,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tmem126a,11.954346656799316,low,6.301380199147388e-05,5.271203463053098e-06,1.3642573321703821e-05
45,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Lyar,11.548949241638184,low,6.812897481722757e-05,5.899148163734935e-06,1.0608308912196662e-05
46,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Cir1,11.396698951721191,low,5.2486855565803126e-05,4.605442882166244e-06,1.0817820111697074e-05
47,facs,18m,24m,male,Pancreas,Exocrine,leukocyte,Abi1,11.204668998718262,low,0.00021660292986780405,1.9331486328155734e-05,4.891124626738019e-05
48,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Trim28,10.610299110412598,low,7.845908839954063e-05,7.394615295197582e-06,1.245303064933978e-05
49,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Ndufa1,9.954235076904297,low,0.00018300443480256945,1.8384578652330674e-05,2.827682146744337e-05
50,facs,18m,24m,male,Heart,RA,valve cell,Bub3,9.940705299377441,low,0.0005457838997244835,5.490394323715009e-05,0.00010866502270800993
51,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Rab11b,9.751615524291992,low,0.0002560741559136659,2.625966226332821e-05,3.651050428743474e-05
52,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tmem214,9.324536323547363,low,7.37273003323935e-05,7.906804967205971e-06,1.3694988410861697e-05
53,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Arhgdia,9.170915603637695,low,0.00034125687670893967,3.721077519003302e-05,6.814305379521102e-05
54,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Dkc1,8.671326637268066,low,0.00028112827567383647,3.242044476792216e-05,5.6153858167817816e-05
55,facs,18m,24m,male,Heart,RV,atrial myocyte,Slc25a39,8.593605995178223,low,0.003703152760863304,0.00043091955012641847,0.0007600700482726097
56,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ifitm3,8.544713973999023,low,0.00023939328093547374,2.8016533178742975e-05,5.2247720304876566e-05
57,facs,18m,24m,male,Pancreas,Exocrine,pancreatic B cell,Ubl5,7.717951774597168,low,6.223792297532782e-05,8.06404568720609e-06,9.404322554473765e-06
58,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Cct7,7.223873138427734,low,0.0006270208978094161,8.679843449499458e-05,0.00013373613182920963
59,facs,18m,24m,male,BAT,Fat,NK cell,Sumo2,6.979162693023682,low,4.111931411898695e-05,0.0002869783784262836,6.10479837632738e-05
60,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ldha,6.862197399139404,low,0.0018415789818391204,0.00026836578035727143,0.000383881910238415
61,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Sec61g,6.548330307006836,low,0.00016744324238970876,2.5570370780769736e-05,1.6893127394723706e-05
62,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Hint2,6.157001972198486,low,0.00011233342956984416,1.8244823877466843e-05,2.163703175028786e-05
63,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Usmg5,6.15174674987793,low,5.998569031362422e-05,9.751000106916763e-06,9.010563189804088e-06
64,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,0610011F06Rik,6.143406867980957,low,0.000283504108665511,4.6147702960297465e-05,5.132793012307957e-05
65,facs,18m,24m,male,Heart,RA,valve cell,Sept11,6.124278545379639,low,0.001570342923514545,0.0002564127207733691,0.00029968179296702147
66,facs,18m,24m,male,Pancreas,Exocrine,pancreatic stellate cell,Rpl41,5.553828716278076,low,0.0002635418204590678,4.7452278522541746e-05,5.266191146802157e-05
67,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Morf4l2,5.257880687713623,low,0.0002306019887328148,4.385835200082511e-05,4.5996021071914583e-05
68,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Cox7c,4.870722770690918,low,3.723117333720438e-05,7.643869139428716e-06,3.6027361147716874e-06
69,facs,18m,24m,male,Pancreas,Exocrine,leukocyte,Btg2,4.598768711090088,low,0.0010939197381958365,0.00023787231475580484,0.00020099442917853594
70,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Tmsb10,4.30260705947876,low,6.640088395215571e-05,1.543270809634123e-05,1.1953866305702832e-05
71,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Son,4.287384510040283,low,6.869321077829227e-05,1.60221698024543e-05,1.0773471331049222e-05
72,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Hmbs,3.89961838722229,low,0.0009842034196481109,0.0038380178157240152,0.0006969314999878407
73,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Rpl41,3.7976973056793213,low,0.0004251311474945396,0.0001119444495998323,4.91944701934699e-05
74,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Rps21,3.7210750579833984,low,5.116793545312248e-05,1.3750846846960485e-05,6.704449333483353e-06
75,facs,18m,24m,male,BAT,Fat,NK cell,Myl6,3.370575189590454,low,0.0008427504217252135,0.00284055364318192,0.0004337297868914902
76,facs,18m,24m,male,BAT,Fat,NK cell,Sh3bgrl3,2.801356315612793,low,0.0008574955863878131,0.002402150770649314,0.0003330878389533609
77,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Grcc10,2.593766450881958,low,0.00015766361320856959,6.0785583627875894e-05,2.1612742784782313e-05
78,facs,18m,24m,male,Kidney,nan,B cell,Fcgbp,0.0,low,0.0,8.279183703052695e-07,1.9221195088903187e-06
79,facs,18m,24m,male,Kidney,nan,B cell,Fkbp11,0.0,low,0.0,3.2590010050626006e-06,1.30360031107557e-05
80,facs,18m,24m,male,Kidney,nan,B cell,Fcgr1,0.0,low,0.0,8.668292394986565e-08,3.467316957994626e-07
81,facs,18m,24m,male,Kidney,nan,B cell,Fgr,0.0,low,0.0,5.204812623560429e-06,1.4553964319929946e-05
82,facs,18m,24m,male,Kidney,nan,B cell,Fcf1,0.0,low,0.00012269045691937208,0.00013779092114418745,0.00036070746136829257
83,facs,18m,24m,male,Kidney,nan,B cell,Fkbp14,0.0,low,0.0,0.0,0.0
84,facs,18m,24m,male,Kidney,nan,B cell,Fkbp15,0.0,low,2.11333463084884e-06,2.0786348613910377e-05,4.496951078181155e-05
85,facs,18m,24m,male,Kidney,nan,B cell,Fkbp1a,0.0,low,0.00013916823081672192,6.450646469602361e-05,0.00028299677069298923
86,facs,18m,24m,male,Kidney,nan,B cell,Fcer2a,0.0,low,0.001574133988469839,0.00024733186000958085,0.0015408776234835386
87,facs,18m,24m,male,Kidney,nan,B cell,Fcer1g,0.0,low,0.0,5.432666512206197e-07,1.458871111026383e-06
88,facs,18m,24m,male,Kidney,nan,B cell,Fcer1a,0.0,low,0.0,0.0,0.0
89,facs,18m,24m,male,Kidney,nan,B cell,Fcamr,0.0,low,0.0,2.952548783241582e-08,1.1810195132966328e-07
90,facs,18m,24m,male,Kidney,nan,B cell,Fbxw9,0.0,low,0.0,1.1628462743829004e-05,4.651384733733721e-05
91,facs,18m,24m,male,Kidney,nan,B cell,Fcgr2b,0.0,low,3.6244120565243065e-05,0.0005039965617470443,0.0006148077663965523
92,facs,18m,24m,male,Kidney,nan,B cell,Fcgr3,0.0,low,0.0,0.0,0.0
93,facs,18m,24m,male,Kidney,nan,B cell,Fkbp10,0.0,low,0.0,0.0,0.0
94,facs,18m,24m,male,Kidney,nan,B cell,Fjx1,0.0,low,0.0,0.0,0.0
95,facs,18m,24m,male,Kidney,nan,B cell,Fis1,0.0,low,0.00013826665235683322,0.00021180343173909932,0.00021798876696266234
96,facs,18m,24m,male,Kidney,nan,B cell,Fcrls,0.0,low,0.0,1.0618657597660786e-06,4.247463039064314e-06
97,facs,18m,24m,male,Kidney,nan,B cell,Fcrlb,0.0,low,0.0,0.0,0.0
98,facs,18m,24m,male,Kidney,nan,B cell,Fcrla,0.0,low,0.00031690424657426775,0.00038152956403791904,0.000750850304029882
99,facs,18m,24m,male,Kidney,nan,B cell,Fcrl6,0.0,low,0.0,0.0,0.0
