,dataset,start_age,end_age,sex,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
49,droplet,3m,21m,female,1110032A04Rik,-6.504335880279541,1.5217692634905688e-05,1.6762778898282704e-07,0.00011838577484013513,2.313513669175292e-27
50,droplet,3m,21m,female,Serpina3h,6.250359535217285,1.0422231611073585e-07,7.934333552839234e-06,3.503728657960892e-05,2.2081483730466514e-09
51,droplet,3m,21m,female,A330076H08Rik,5.986544132232666,6.175731073199131e-07,3.9157817809609696e-05,0.00026995775988325477,1.5094365182059848e-102
52,droplet,3m,21m,female,Rnase1,5.936412334442139,1.4995600849943003e-06,9.183374640997499e-05,0.0012132106348872185,1.2836708578861115e-38
53,droplet,3m,21m,female,Sprr1b,-5.814960956573486,2.6693094696383923e-05,4.741551151710155e-07,0.0003021711891051382,3.5917821516897415e-27
54,droplet,3m,21m,female,Ptprn,5.788777828216553,2.520012287732243e-07,1.3931572539149784e-05,9.987783414544538e-05,2.952208367774435e-28
55,droplet,3m,21m,female,Alox12e,5.771890640258789,2.703521602143155e-07,1.4772146641917061e-05,0.0001448788243578747,2.828873697004446e-25
56,droplet,3m,21m,female,2610528A11Rik,-5.754109859466553,2.9936220016679727e-05,5.546722832150408e-07,0.000224784278543666,3.905965808747749e-56
57,droplet,3m,21m,female,Vsig8,-5.650516510009766,1.5367129890364595e-05,3.059260222926241e-07,8.068504394032061e-05,4.059585799326432e-35
58,droplet,3m,21m,female,Pax9,-5.643706321716309,1.4425076187762897e-05,2.885304866140359e-07,6.86177663737908e-05,1.2086585166075419e-32
59,droplet,3m,21m,female,Serpina1e,-5.5976948738098145,5.82652137381956e-05,1.2031920277877362e-06,0.0006306404247879982,3.308120121717043e-36
60,droplet,3m,21m,female,Abcc8,5.527651309967041,5.471113695421082e-07,2.5238605303457007e-05,0.00016413057164754719,8.064548579579671e-72
61,droplet,3m,21m,female,Gpx2,-5.352719306945801,4.89998419652693e-05,1.1991271549049998e-06,0.0002436521026538685,1.4983516882736228e-137
62,droplet,3m,21m,female,Cyp3a11,-5.337939262390137,8.109319605864584e-05,2.004953785217367e-06,0.0006466108025051653,4.758869784879161e-69
63,droplet,3m,21m,female,Krt6a,-5.23213529586792,0.0003683299000840634,9.799577128433157e-06,0.0025358337443321943,8.673361231057816e-99
64,droplet,3m,21m,female,Gp2,5.219049453735352,4.943290150549728e-07,1.8412274584989063e-05,0.00027936199330724776,2.086132981057467e-18
65,droplet,3m,21m,female,Tmem215,5.089127540588379,2.0948350254457182e-07,7.130694939405657e-06,5.9913090808549896e-05,5.973480944521911e-06
66,droplet,3m,21m,female,Pitx1,-5.084884166717529,1.9463019270915538e-05,5.734648311772617e-07,7.62876879889518e-05,1.5517414812050581e-58
67,droplet,3m,21m,female,Disp2,5.028119087219238,3.3389727605026565e-07,1.0895038030867e-05,8.10795245342888e-05,6.68989458925846e-17
68,droplet,3m,21m,female,Lhx2,4.954895973205566,3.1230860031428165e-07,9.686292287369724e-06,9.805310401134193e-05,1.556179571934471e-11
69,droplet,3m,21m,female,Tgm3,-4.83493185043335,4.92945546284318e-05,1.7271863725909498e-06,0.0003755613579414785,5.421204413258156e-67
70,droplet,3m,21m,female,Cnfn,-4.7639946937561035,6.17030673311092e-05,2.2709173208568245e-06,0.0007024751394055784,2.101825610421825e-31
71,droplet,3m,21m,female,Pla2g2f,4.693484783172607,5.739567541240831e-07,1.4851134437776636e-05,7.887889660196379e-05,3.6532241812408935e-34
72,droplet,3m,21m,female,Krt16,-4.624118804931641,0.00014013548207003623,5.682633400283521e-06,0.0015503157628700137,9.501850401847623e-35
73,droplet,3m,21m,female,Gpha2,4.504996299743652,9.59628096097731e-07,2.1789259335491806e-05,0.00011015296331606805,6.245228129758634e-64
74,droplet,3m,21m,female,Wnt3,4.481109142303467,5.12683243414358e-07,1.1449808880570345e-05,4.799521411769092e-05,7.72065124968105e-21
75,droplet,3m,21m,female,Igfbp2,-4.457520961761475,0.00015911397349555045,7.242036645038752e-06,0.000704839825630188,1.1054493159535446e-220
76,droplet,3m,21m,female,Insrr,4.449987411499023,3.9900967863104597e-07,8.720958248886745e-06,7.209750037873164e-05,2.677824022199939e-09
77,droplet,3m,21m,female,Pitx2,-4.379299640655518,8.301944035338238e-06,3.989130448189826e-07,4.0085687942337245e-05,3.4567927763367558e-09
78,droplet,3m,21m,female,C130026I21Rik,4.367717266082764,3.246216465413454e-06,6.701800157316029e-05,0.00021800001559313387,0.0
79,droplet,3m,21m,female,Pou3f1,4.353350639343262,3.19874220622296e-06,6.538354500662535e-05,0.00021836637461092323,0.0
80,droplet,3m,21m,female,Sez6l2,4.336664199829102,6.689972451567883e-07,1.3517330444301479e-05,9.355736983707175e-05,3.859318721742566e-25
81,droplet,3m,21m,female,Pou2f3,4.26556396484375,4.0202746731665684e-07,7.732492122158874e-06,3.3689917472656816e-05,8.153481385927447e-08
82,droplet,3m,21m,female,Mug1,-4.104391574859619,1.8473767340765335e-05,1.0740144489318482e-06,0.0001679354318184778,2.1797017465259442e-26
83,droplet,3m,21m,female,Krt79,4.092205047607422,5.2523200793075375e-06,8.958343096310273e-05,0.0010429101530462503,1.6230271566021597e-45
84,droplet,3m,21m,female,Prss53,3.999629020690918,2.073765699606156e-06,3.3171734685311094e-05,0.00022392923710867763,5.189431689064238e-83
85,droplet,3m,21m,female,Gzmk,3.951279640197754,5.146534363120736e-07,7.961031769809779e-06,8.019265806069598e-05,1.3078305918252724e-06
86,droplet,3m,21m,female,Ccl27a,3.941681385040283,1.0028737051470671e-05,0.00015410283231176436,0.0006109176320023835,0.0
87,droplet,3m,21m,female,Krt10,3.9259285926818848,5.7278939493699e-05,0.0008705971413291991,0.004383460618555546,8.245745181967631e-248
88,droplet,3m,21m,female,Scg5,3.9255027770996094,1.3824459301758907e-06,2.1005958842579275e-05,0.0001528059074189514,1.0808046006999932e-46
89,droplet,3m,21m,female,Serpina3k,-3.8233795166015625,0.0003510556707624346,2.4798424419714138e-05,0.002533962717279792,1.2728073357205218e-80
90,droplet,3m,21m,female,Cyp2c50,-3.777592658996582,2.6529327442403883e-05,1.9344495285622543e-06,0.000231475816690363,3.665214698985753e-36
91,droplet,3m,21m,female,Upk3a,-3.746230125427246,1.697097650321666e-05,1.2646747791222879e-06,0.00023362651700153947,1.6740554232717346e-12
92,droplet,3m,21m,female,Dsc2,-3.7012598514556885,1.2469941793824546e-05,9.586801752448082e-07,8.15482999314554e-05,6.499139593001017e-19
93,droplet,3m,21m,female,Cela1,3.6455819606781006,1.8592167180031538e-05,0.00023268029326573014,0.002838311018422246,1.7861394005011164e-40
94,droplet,3m,21m,female,Ccrl1,3.6389687061309814,1.1811750937340548e-06,1.4714765711687505e-05,6.844008748885244e-05,3.1417360732510317e-31
95,droplet,3m,21m,female,Cst6,3.6053647994995117,1.695419632596895e-05,0.00020634796237573028,0.004074421711266041,2.841148494770415e-13
96,droplet,3m,21m,female,Pak3,3.4702231884002686,8.108303291010088e-07,8.986110515252221e-06,4.4924996473127976e-05,3.3171493442432996e-10
97,droplet,3m,21m,female,2310033E01Rik,-3.43263578414917,1.4229142834665254e-05,1.3178079143472132e-06,0.00010094743629451841,3.2480675699322615e-21
98,droplet,3m,21m,female,Ces3a,-3.4120936393737793,1.7243008187506348e-05,1.619833028598805e-06,0.00014043791452422738,3.9948963343175793e-25
99,droplet,3m,21m,female,Mup20,-3.367703914642334,8.95812627277337e-06,8.678342737766798e-07,0.00010461059719091281,3.4657456589377815e-06
100,droplet,3m,21m,female,Gm7609,3.3043079376220703,1.2802349829144077e-06,1.26469512906624e-05,6.40637954347767e-05,2.1291256746425894e-21
101,droplet,3m,21m,female,Zbtb32,3.278210163116455,1.4126841278994107e-06,1.3705185665457975e-05,8.053003693930805e-05,6.89669570116835e-24
102,droplet,3m,21m,female,Slc2a5,3.2653844356536865,1.243155907104665e-06,1.1953760804317426e-05,6.840267451480031e-05,2.538827286935435e-18
103,droplet,3m,21m,female,2810007J24Rik,-3.248267889022827,1.6874473658390343e-05,1.7758407011569943e-06,0.00013462961942423135,4.59280940028948e-24
104,droplet,3m,21m,female,Akr1c18,3.1470959186553955,2.8595823096111417e-06,2.5332203222205862e-05,0.00024454458616673946,1.3143470346827837e-35
105,droplet,3m,21m,female,Mt4,-3.0646891593933105,0.000588118564337492,7.02912948327139e-05,0.003550302004441619,1.1928065050422973e-104
106,droplet,3m,21m,female,Cyp2c40,-3.0555567741394043,1.5774550774949603e-05,1.8973287296830676e-06,0.0001303401222685352,1.6686169720158523e-20
107,droplet,3m,21m,female,Serpinb12,-3.050612211227417,1.3312620467331726e-05,1.6067101569205988e-06,0.0001605996221769601,1.0639288934490273e-10
108,droplet,3m,21m,female,Mup3,-3.0489132404327393,0.00019882422930095345,2.4024531739996746e-05,0.0014986747410148382,3.963533793903626e-63
109,droplet,3m,21m,female,C2cd4b,3.047765016555786,4.6744526116526686e-06,3.865445250994526e-05,0.0002463421260472387,2.2796933090288666e-78
110,droplet,3m,21m,female,Hs3st6,3.038271427154541,3.5410484997555614e-06,2.9089938834658824e-05,9.594456059858203e-05,2.688961534029523e-107
111,droplet,3m,21m,female,Krt24,-3.0072336196899414,5.384210089687258e-05,6.696601303701755e-06,0.000537979940418154,2.411917788414028e-32
112,droplet,3m,21m,female,Scel,2.995706796646118,2.4181197204597993e-06,1.9287481336505152e-05,7.264885061886162e-05,2.7169227393710014e-49
113,droplet,3m,21m,female,Bex2,2.960604429244995,1.2590065807671635e-06,9.80074310064083e-06,6.500146992038935e-05,1.6496860735300814e-10
114,droplet,3m,21m,female,Aplp1,2.8264636993408203,3.309745125079644e-06,2.3477128706872463e-05,0.00014360570639837533,1.7429539058744635e-51
115,droplet,3m,21m,female,Gjb5,2.7642948627471924,2.2295487269730074e-06,1.5147912563406862e-05,7.165120041463524e-05,7.600634276397824e-28
116,droplet,3m,21m,female,Tmprss4,2.719507932662964,2.408731916148099e-06,1.5865072782617062e-05,7.575938070658594e-05,6.007794826090339e-30
117,droplet,3m,21m,female,Apoa1,-2.6605682373046875,0.00032961886608973145,5.2131614211248234e-05,0.002328714821487665,1.9967257225501745e-65
118,droplet,3m,21m,female,Cacna1s,2.631113290786743,3.0202152174751973e-06,1.8710352378548123e-05,9.449900244362652e-05,9.083049549246135e-38
119,droplet,3m,21m,female,Tmem45a,2.5805981159210205,1.2479243196139578e-05,7.46493024053052e-05,0.0002370050351601094,2.598769979545085e-305
120,droplet,3m,21m,female,Cyp2c69,-2.5144503116607666,4.973755494575016e-05,8.704812898940872e-06,0.0003976031148340553,2.408328964910758e-41
121,droplet,3m,21m,female,Mrgprg,2.509060859680176,2.074019676001626e-06,1.1806347174569964e-05,0.00015847651229705662,8.851302472680931e-08
122,droplet,3m,21m,female,Slco1b2,-2.4902236461639404,2.62794073933037e-05,4.677173819800373e-06,0.00022298606927506626,9.016150274367644e-28
123,droplet,3m,21m,female,Ivl,-2.449509382247925,2.1693380404030904e-05,3.971470960095758e-06,0.00024442962603643537,1.4625058369349472e-15
124,droplet,3m,21m,female,Mup2,-2.408872604370117,2.47836815105984e-05,4.666839686251478e-06,0.0003076277789659798,2.5518599306928413e-13
125,droplet,3m,21m,female,Bbox1,2.406315803527832,2.5722251848492306e-06,1.3635853974847123e-05,5.515379962162115e-05,2.2137335911936963e-20
126,droplet,3m,21m,female,Crp,-2.4039485454559326,1.7055004718713462e-05,3.2224868391494965e-06,0.00013625518477056175,4.2218893516586286e-19
127,droplet,3m,21m,female,Kap,2.39308762550354,6.462558667408302e-05,0.00033946550684049726,0.006133022718131542,6.861971699083857e-08
128,droplet,3m,21m,female,Aadat,2.373234272003174,7.1512376962346025e-06,3.7050664104754105e-05,0.0004947552806697786,2.49731794190602e-17
129,droplet,3m,21m,female,Klk10,-2.367687702178955,1.2687816706602462e-05,2.4583391677879263e-06,9.070176020031795e-05,5.340952066956179e-13
130,droplet,3m,21m,female,Clca2,2.3612701892852783,8.753536349104252e-06,4.4977648940403014e-05,0.00017249130178242922,2.222975955369795e-137
131,droplet,3m,21m,female,Il20rb,2.3609652519226074,3.274678647358087e-06,1.6822483303258196e-05,6.0596245020860806e-05,9.105414638170819e-32
132,droplet,3m,21m,female,Irx5,2.3291115760803223,3.1853444397711428e-06,1.6006224541342817e-05,6.11560681136325e-05,5.69103665256332e-28
133,droplet,3m,21m,female,Il34,2.305823564529419,4.711639576271409e-06,2.3296686777030118e-05,8.416931086685508e-05,2.7117555312686957e-56
134,droplet,3m,21m,female,Syt13,2.288029670715332,3.879460109601496e-06,1.8946846466860734e-05,0.00011248338705627248,1.3238742698694256e-31
135,droplet,3m,21m,female,Aldh3a1,-2.2543516159057617,4.5012398913968354e-05,9.434190360479988e-06,0.0003298744559288025,9.057524805825292e-45
136,droplet,3m,21m,female,Hist1h2ab,-2.2517905235290527,9.011951988213696e-06,1.8921788296211162e-06,6.362497515510768e-05,7.508347675446026e-06
137,droplet,3m,21m,female,Akr1c6,-2.238565683364868,2.8712434868793935e-05,6.084075266699074e-06,0.0002286541130160913,1.13833583616702e-28
138,droplet,3m,21m,female,Cyp2c70,-2.2376222610473633,1.950330079125706e-05,4.135391463933047e-06,0.00014945420844014734,1.161387890259697e-21
139,droplet,3m,21m,female,Slc27a3,2.2146029472351074,3.550951532815816e-06,1.6481877537444234e-05,6.43423554720357e-05,5.590940256231949e-28
140,droplet,3m,21m,female,Cyp2c68,-2.206944704055786,9.792070159164723e-06,2.120888439094415e-06,8.207918290281668e-05,2.9538235659079827e-06
141,droplet,3m,21m,female,Cyp2e1,-2.172126531600952,6.652895535808057e-05,1.4761667443963233e-05,0.0006600811029784381,4.599329983505072e-25
142,droplet,3m,21m,female,Apoc4,-2.1519246101379395,6.99812444509007e-05,1.5746634744573385e-05,0.0004860039334744215,3.476319785469439e-49
143,droplet,3m,21m,female,Them5,-2.133411169052124,5.323048389982432e-05,1.2132202755310573e-05,0.0002432063192827627,3.365472760362538e-97
144,droplet,3m,21m,female,C4bp,-2.1333658695220947,1.2876538676209748e-05,2.934890517281019e-06,0.00010203663259744644,6.134522051451914e-11
145,droplet,3m,21m,female,Pzp,-2.1187081336975098,1.9709546904778108e-05,4.538181656243978e-06,0.00015875686949584633,2.7880127750607136e-19
146,droplet,3m,21m,female,Cilp2,-2.1163744926452637,2.566034163464792e-05,5.917934686294757e-06,0.00024213323194999248,1.2123614484692254e-19
147,droplet,3m,21m,female,Capns2,2.1008880138397217,1.4991017451393418e-05,6.430747453123331e-05,0.00021342856052797288,6.103863058989807e-205
148,droplet,3m,21m,female,Ugt2b5,-2.0976619720458984,1.6085863535408862e-05,3.7582456116069807e-06,0.00013145759294275194,8.522962947844041e-15
149,droplet,3m,21m,female,Stfa2l1,2.0835680961608887,3.926851150026778e-06,1.6644125935272314e-05,0.0002491825434844941,5.7361700350669256e-08
150,droplet,3m,21m,female,Gsta4,-2.077220916748047,9.828215115703642e-05,2.3289963792194612e-05,0.0005160426371730864,2.2190613322649513e-91
151,droplet,3m,21m,female,Hist1h1b,-2.071117401123047,3.828286935458891e-05,9.110368409892544e-06,0.00022800450096838176,4.42843411354572e-53
152,droplet,3m,21m,female,Krt23,-2.0688655376434326,2.2732543584425002e-05,5.418229648057604e-06,0.00016166562272701412,5.942021501486042e-25
153,droplet,3m,21m,female,Hoxa7,2.064939260482788,5.638164111587685e-06,2.3591002900502644e-05,7.665318116778508e-05,6.781375620817009e-54
154,droplet,3m,21m,female,Cr2,-2.062469720840454,5.548948684008792e-05,1.328450525761582e-05,0.00020558877440635115,2.507815504139665e-125
155,droplet,3m,21m,female,Rarres1,2.043840169906616,3.529066361807054e-06,1.4551813364960253e-05,7.22265467629768e-05,1.0221661637499928e-18
156,droplet,3m,21m,female,Derl3,2.042006731033325,2.9419381917250575e-06,1.211543167300988e-05,0.00010133933392353356,1.0670215130814395e-09
157,droplet,3m,21m,female,Fam110c,-2.039651393890381,9.258823411073536e-06,2.2519536742038326e-06,5.0068916607415304e-05,4.4036565732630255e-06
158,droplet,3m,21m,female,Cpb2,-2.018031597137451,1.05573881228338e-05,2.606563384688343e-06,8.73669923748821e-05,1.1917683048311735e-06
159,droplet,3m,21m,female,Cyp2d10,-2.010514259338379,1.4356197425513528e-05,3.5629871035780525e-06,0.00012039333523716778,1.488221541607742e-11
160,droplet,3m,21m,female,Fgb,-2.0065817832946777,9.93541325442493e-05,2.4725470211706124e-05,0.0006970351096242666,6.652064897625652e-47
