,Dataset,Start age,End age,sex,tissue,subtissue,cell_ontology_class,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
92,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Il6st,48.83171844482422,0.00012941603199578822,2.6502443688514177e-06,0.00018119733431376517,2.2538174927293646e-08
93,facs,18m,24m,male,Skin,nan,epidermal cell,1110049F12Rik,47.7993278503418,2.335639464945416e-06,0.00011164203897351399,0.00014470773749053478,2.1987930113324404e-07
94,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Actl6a,47.43008041381836,0.00012844789307564497,2.7081516691396246e-06,2.4507666239514947e-05,4.5099093787219247e-13
95,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,P4ha1,47.203636169433594,0.0001694119127932936,3.588957952160854e-06,0.00021835626102983952,1.2109834818852553e-10
96,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Srprb,46.81395721435547,0.00011943014396820217,2.5511644707876258e-06,0.00016788157518021762,3.1316739016974416e-08
97,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Cmtm3,46.70648956298828,0.0002521969436202198,5.399611382017611e-06,0.0002971638459712267,4.394338362910985e-13
98,facs,18m,24m,male,Heart,RV,B cell,Slc7a6os,45.25187683105469,0.0010003128554672003,2.210544334957376e-05,0.0003111842670477927,5.398719235493838e-13
99,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ifi47,44.2808952331543,0.00012334568600635976,2.7855273856403073e-06,3.059030859731138e-05,2.2962726198391575e-06
100,facs,18m,24m,male,Skin,nan,epidermal cell,Trp53,43.26434326171875,2.9851723866158864e-06,0.00012915156548842788,0.00016341035370714962,7.17828725675463e-08
101,facs,18m,24m,male,BAT,Fat,B cell,Lars2,43.13578414916992,4.7672278924437705e-06,0.000205638149054721,0.0003166567184962332,6.253281480052553e-07
102,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Gdf10,42.46461486816406,0.0006909682415425777,1.6271622371277772e-05,0.0010811599204316735,5.851748951193387e-06
103,facs,18m,24m,male,Spleen,nan,B cell,Gcg,42.356727600097656,1.7668675411641743e-07,7.483914941985859e-06,1.249850174644962e-05,5.7768450290907436e-06
104,facs,18m,24m,male,Pancreas,Exocrine,leukocyte,Taok1,41.875675201416016,0.00019047460227739066,4.548573087959085e-06,4.747334241983481e-05,2.4269706278415197e-06
105,facs,18m,24m,male,Pancreas,Exocrine,leukocyte,Acsl5,41.797035217285156,0.00017932080663740635,4.2902747736661695e-06,4.028751573059708e-05,1.796912954609347e-08
106,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Dpysl3,41.43721389770508,0.00015426850586663932,3.7229451663733926e-06,0.00020401163783390075,1.2916490021363104e-09
107,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Drg1,40.65073013305664,0.00016852821863722056,4.145760158280609e-06,0.0002180128067266196,1.8388614646144388e-10
108,facs,18m,24m,male,Spleen,nan,B cell,1810046K07Rik,39.29787063598633,2.6499164960114285e-06,0.00010413611016701907,0.00037252967013046145,3.5829430947074463e-09
109,facs,18m,24m,male,MAT,Fat,"CD8-positive, alpha-beta T cell",A130040M12Rik,39.226112365722656,4.3398886191425845e-06,0.00017023699183482677,0.0001535690826131031,2.3064004777325836e-13
110,facs,18m,24m,male,Marrow,Granulocytes,granulocyte monocyte progenitor cell,Gm6981,37.788818359375,1.8788342686093529e-06,7.099896902218461e-05,2.760072129603941e-05,6.866517315508775e-06
111,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tm2d2,37.56961441040039,0.00019803711620625108,5.271203463053098e-06,4.433418143889867e-05,2.2111517611943934e-08
112,facs,18m,24m,male,Marrow,Granulocytes,granulocyte,Gm6981,37.55223846435547,8.517105811733927e-07,3.1983676308300346e-05,3.636859401012771e-05,1.5385918736439287e-72
113,facs,18m,24m,male,Diaphragm,Limb_Muscle,macrophage,Ccnd3,37.372337341308594,0.0006380749982781708,1.7073454728233628e-05,0.00045721849892288446,2.0356567914029818e-11
114,facs,18m,24m,male,GAT,Fat,endothelial cell,Sox18,37.103240966796875,2.9555338187492453e-05,0.0010965989204123616,0.001316266949288547,4.648579283961697e-15
115,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Col5a1,36.58393096923828,0.00015803663700353354,4.319836534705246e-06,0.00021285426919348538,6.535757856105382e-09
116,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Kdelr3,35.99460220336914,0.0003848998749163002,1.0693265721783973e-05,0.0003991567937191576,7.634087534077827e-17
117,facs,18m,24m,male,Skin,nan,basal cell of epidermis,Slc39a1,35.893062591552734,0.0007164559210650623,1.996084574784618e-05,0.001226126216351986,2.7184823470584038e-08
118,facs,18m,24m,male,SCAT,Fat,epithelial cell,Mbp,35.03535079956055,2.8188071155454963e-05,0.0009875789983198047,0.0012289370642974973,1.8570287772415415e-08
119,facs,18m,24m,male,Large_Intestine,Proximal,large intestine goblet cell,Gm6981,34.93766784667969,6.64272363337659e-07,2.3208163838717155e-05,2.4789445888018236e-05,1.5243382527361101e-24
120,facs,18m,24m,male,Trachea,nan,T cell,A130040M12Rik,34.30422592163086,1.6576909729337785e-06,5.686584336217493e-05,7.83761206548661e-05,9.245821395950323e-10
121,facs,18m,24m,male,Trachea,nan,fibroblast,A130040M12Rik,33.9388542175293,2.1133728296263143e-06,7.172548066591844e-05,0.0001387035008519888,8.944878234558607e-18
122,facs,18m,24m,male,Kidney,nan,epithelial cell of proximal tubule,Gm6981,33.001670837402344,6.826225558143051e-07,2.2527718101628125e-05,3.6755613109562546e-05,6.451766324719249e-11
123,facs,18m,24m,male,Marrow,KLS,granulocyte monocyte progenitor cell,Rfwd2,32.99868392944336,2.7840942493639886e-05,8.4369759179026e-07,2.6735546271083876e-05,1.5423849850936174e-06
124,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Nras,32.403751373291016,0.00014042199472896755,4.333509423304349e-06,0.00018747642752714455,4.016947965067763e-09
125,facs,18m,24m,male,Spleen,nan,B cell,Gm6981,32.2061653137207,4.6278302079372224e-07,1.4904499039403163e-05,2.3637789126951247e-05,3.424033962422907e-23
126,facs,18m,24m,male,Trachea,nan,macrophage,Gm6981,31.2008113861084,4.4204119831192656e-07,1.3792075151286554e-05,1.7676016796031035e-05,8.115512820113311e-11
127,facs,18m,24m,male,Tongue,nan,basal cell of epidermis,Arhgdib,30.551660537719727,1.1629001619439805e-06,3.552856287569739e-05,0.00013389985542744398,3.8417032501015586e-07
128,facs,18m,24m,male,Skin,nan,epidermal cell,Sbds,29.905956268310547,4.091177743248409e-06,0.0001223506114911288,0.00014314577856566757,7.529890810776496e-09
129,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ctage5,29.85346031188965,3.46490451192949e-05,1.1606364296312677e-06,2.0102813778066775e-06,6.190325461292157e-72
130,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Pla1a,29.62803840637207,0.0003239400393795222,1.0933562407444697e-05,0.000500699388794601,9.512047298914419e-06
131,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Ccdc12,29.551828384399414,5.782745938631706e-05,1.9568140032788506e-06,7.116112828953192e-05,1.2228176572681478e-10
132,facs,18m,24m,male,Marrow,KLS,granulocyte monocyte progenitor cell,Ints4,29.321781158447266,1.6793012036941946e-05,5.727135885535972e-07,1.5241837900248356e-05,3.4668141167876644e-06
133,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Gstt3,29.301687240600586,0.00010275989188812673,3.506960638333112e-06,0.00015660820645280182,6.052932575467731e-06
134,facs,18m,24m,male,Marrow,KLS,granulocyte monocyte progenitor cell,Setd3,29.20527458190918,2.9904722396167926e-05,1.0239483572149766e-06,2.9434888347168453e-05,4.821459307012525e-06
135,facs,18m,24m,male,BAT,Fat,myeloid cell,Myl2,28.710250854492188,3.7768520542158512e-06,0.00010843439667951316,0.00026567865279503167,3.1654591821101547e-09
136,facs,18m,24m,male,Kidney,nan,T cell,Lars2,28.623994827270508,6.151445631985553e-06,0.00017607897461857647,0.00013555643090512604,2.314296041327727e-12
137,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Chmp3,27.65187644958496,0.0001067469347617589,3.860385731968563e-06,0.00015421172429341823,5.047999958062917e-07
138,facs,18m,24m,male,BAT,Fat,myeloid cell,Gpx3,27.208454132080078,2.2214790078578517e-05,0.0006044301553629339,0.001251089503057301,3.09928733402552e-14
139,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Dnajb11,26.952783584594727,0.00018663698574528098,6.924589342816034e-06,0.0002153835230274126,4.281216582163049e-12
140,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Tmem167,26.614437103271484,0.00015375686052720994,5.777196747658309e-06,0.00019986048573628068,2.712344500767453e-09
141,facs,18m,24m,male,SCAT,Fat,T cell,Ddx50,26.02545928955078,0.000272726989351213,1.0479237062099855e-05,5.159190186532214e-05,1.2349751613922023e-12
142,facs,18m,24m,male,Diaphragm,Limb_Muscle,macrophage,Ptges3,25.93086814880371,0.0005492812488228083,2.118252268701326e-05,0.0004916864563710988,6.247558060585668e-06
143,facs,18m,24m,male,Skin,nan,epidermal cell,Metrnl,25.92501449584961,7.945097422634717e-06,0.00020597678667400032,0.0002190619707107544,5.0127849453341535e-11
144,facs,18m,24m,male,Heart,LV,B cell,Eif3i,25.72515296936035,1.5990106476237997e-05,0.00041134798084385693,0.0004169198509771377,2.766032596264232e-06
145,facs,18m,24m,male,Heart,RV,B cell,Ccr7,25.57672119140625,0.002850671298801899,0.00011145569442305714,0.0010932058794423938,4.5809579457160763e-07
146,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Krt18,25.314891815185547,0.0001334399712504819,5.271203463053098e-06,1.6247699022642337e-05,6.107997132290411e-29
147,facs,18m,24m,male,GAT,Fat,mesenchymal stem cell of adipose,Has1,25.30019760131836,3.338112946948968e-05,0.0008445491548627615,0.002163119614124298,1.0434028258465418e-09
148,facs,18m,24m,male,Heart,LV,B cell,Lgmn,24.85445785522461,4.285671457182616e-05,0.001065180404111743,0.0010277224937453866,1.8218818597221264e-07
149,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Pon2,24.82545280456543,0.00013929617125540972,5.611021606455324e-06,3.0923391022952273e-05,3.036794922255463e-08
150,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tnfrsf18,24.64614486694336,6.495744310086593e-05,2.635601731526549e-06,7.474723588529741e-06,1.9994556641846008e-30
151,facs,18m,24m,male,Lung,EPCAM,T cell,Vapa,24.486080169677734,0.0006172675057314336,2.5208912120433524e-05,0.00012815542868338525,1.6716346918509907e-14
152,facs,18m,24m,male,Heart,LV,B cell,Ptpn1,24.212839126586914,3.148042378597893e-05,0.000762230425607413,0.0007573571056127548,1.34758059425179e-06
