,dataset,start_age,end_age,sex,tissue,subtissue,cell_ontology_class,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
120,facs,3m,18m,male,Trachea,nan,fibroblast,Lrig3,-7.268148422241211,2.57465126196621e-05,1.6702642824384384e-07,5.900208270759322e-05,7.349677773441293e-09
121,facs,3m,18m,male,Large_Intestine,Proximal,intestinal crypt stem cell,Sgpl1,-7.215785503387451,3.365269731148146e-05,2.2638623420334625e-07,6.523563206428662e-05,7.483314212106574e-08
122,facs,3m,18m,female,SCAT,Fat,myeloid cell,Folr2,-7.215645790100098,0.001144362147897482,7.699058187427e-06,0.0019503554794937372,2.1816094408250713e-10
123,facs,3m,18m,female,Trachea,nan,chondrocyte,Dync1i2,-7.18672513961792,2.9987841116962954e-05,2.0583694038123213e-07,4.823925337404944e-05,1.8517083551443466e-07
124,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Lrp11,-7.169515609741211,0.00022478806204162538,1.5614701851518475e-06,0.0001719861465971917,5.847137731923861e-06
125,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Copb1,7.167398929595947,6.570920731974184e-07,9.445587784284726e-05,1.0233995453745592e-05,1.7570973498897926e-49
126,facs,3m,18m,female,Trachea,nan,chondrocyte,Arl13b,-7.110621929168701,5.573533780989237e-05,4.0329149442186463e-07,8.806355617707595e-05,2.642368930607717e-08
127,facs,3m,18m,male,Marrow,B-cells,late pro-B cell,Apeh,-7.110179901123047,8.822829113341868e-05,6.38601136415673e-07,0.00018212640134152025,2.000232466951076e-06
128,facs,3m,18m,male,Marrow,B-cells,immature B cell,Atrx,-7.109926700592041,0.0002543784212321043,1.8415298654872458e-06,0.0004338682338129729,3.689129372328552e-06
129,facs,3m,18m,male,BAT,Fat,B cell,Lars2,-7.101647853851318,0.0006547493394464254,4.7672278924437705e-06,0.0006517331930808723,4.120379133696679e-16
130,facs,3m,18m,male,Trachea,nan,chondrocyte,Fam103a1,-7.090545177459717,5.0753482355503365e-05,3.72389934000239e-07,7.348177314270288e-05,2.402279494245072e-07
131,facs,3m,18m,male,SCAT,Fat,T cell,Cytip,-7.074013710021973,0.0008120565325953066,6.026925348123768e-06,0.0006219337810762227,2.3096655569102424e-19
132,facs,3m,18m,female,Heart,RV,fibroblast of cardiac tissue,Cox4i2,-7.067040920257568,3.570222179405391e-05,2.662578140188998e-07,8.034414349822327e-05,2.6304116565687214e-07
133,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Lars2,-7.055893898010254,0.00081951345782727,6.159143595141359e-06,0.000465225923107937,1.036998285162492e-13
134,facs,3m,18m,male,Trachea,nan,chondrocyte,Glg1,-7.053529262542725,0.0002299617772223428,1.7311371038886136e-06,0.00025511308922432363,2.6703736198675512e-15
135,facs,3m,18m,male,SCAT,Fat,T cell,Ppp2r1a,-7.048604965209961,0.0002467796439304948,1.8640927237356664e-06,0.0002881454711314291,2.537984660115065e-06
136,facs,3m,18m,male,Marrow,B-cells,late pro-B cell,Yipf1,-7.0356059074401855,4.844055001740344e-05,3.692151437917346e-07,9.45437204791233e-05,2.0489468100867938e-07
137,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Eftud2,7.035317420959473,4.814835961042263e-07,6.315737118711695e-05,1.6248144675046206e-05,4.981782560563559e-06
138,facs,3m,18m,female,BAT,Fat,mesenchymal stem cell of adipose,Atp8b2,7.0329365730285645,1.405154648637108e-06,0.00018401334818918258,1.3596402823168319e-05,2.8301956088375363e-109
139,facs,3m,18m,male,Marrow,B-cells,precursor B cell,Ssr4,-7.031527996063232,9.515608689980581e-05,7.273360438375676e-07,0.00021039319108240306,2.806942072201488e-06
140,facs,3m,18m,female,Trachea,nan,chondrocyte,Spna2,-6.948160648345947,6.768844468751922e-05,5.481620064529125e-07,0.00010956943879136816,8.61443899251385e-08
141,facs,3m,18m,male,SCAT,Fat,mesenchymal stem cell of adipose,Lars2,-6.944964408874512,0.001971007324755192,1.5997262380551547e-05,0.0017528185853734612,1.6399478284034168e-98
142,facs,3m,18m,female,Trachea,nan,chondrocyte,Sel1l,-6.930016994476318,4.9177120672538877e-05,4.0329149442186463e-07,8.724529470782727e-05,7.812142747790582e-06
143,facs,3m,18m,male,Trachea,nan,endothelial cell,Dnm2,-6.92874002456665,0.0002548430929891765,2.091770738843479e-06,0.000356325093889609,6.285512603570725e-07
144,facs,3m,18m,male,Marrow,B-cells,precursor B cell,Supt16h,-6.92616081237793,0.00017386762192472816,1.4296715562522877e-06,0.00038222791044972837,2.089196177103926e-06
145,facs,3m,18m,male,Trachea,nan,chondrocyte,Aff4,-6.919120788574219,0.00014164000458549708,1.1703684776875889e-06,0.00019829973462037742,2.8494961856878374e-08
146,facs,3m,18m,male,Heart,RV,atrial myocyte,Slc25a39,6.904545307159424,3.090981408604421e-05,0.003703152760863304,0.0006730743916705251,1.4783191035606486e-28
147,facs,3m,18m,male,Aorta,Heart,aortic endothelial cell,Ehd3,-6.884609699249268,0.0028877570293843746,2.4439179469482042e-05,0.0031021442264318466,3.044203234707294e-20
148,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Lars2,-6.863961219787598,0.0036549491342157125,3.137784733553417e-05,0.0017561608692631125,1.491463158948149e-07
149,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Atxn1,6.849989891052246,1.4118841136223637e-06,0.0001628740137675777,3.1902258342597634e-05,4.717257317932418e-13
150,facs,3m,18m,female,Lung,EPCAM,respiratory basal cell,Idh3g,6.845797538757324,2.0582961042237002e-06,0.00023675462580285966,0.00013785740884486586,3.127491916469988e-15
151,facs,3m,18m,female,Pancreas,Endocrine,pancreatic PP cell,Ccnd1,-6.830953598022461,0.00016046574455685914,1.409483502357034e-06,0.00010143448162125424,8.844487526844818e-11
152,facs,3m,18m,female,Marrow,Granulocytes,granulocyte monocyte progenitor cell,Mgea5,6.824267864227295,6.388690394487639e-07,7.239721162477508e-05,1.095508378057275e-05,1.5713493032284035e-23
153,facs,3m,18m,male,Marrow,B-cells,late pro-B cell,Calu,-6.821023464202881,5.138309643371031e-05,4.5445059981830127e-07,0.00010795957496156916,6.076435117082542e-06
